th5_cms bin centers    value    Error 
-9.480000e-03   0.000000e+00   0.000000e+00
-9.432000e-03   0.000000e+00   0.000000e+00
-9.384000e-03   0.000000e+00   0.000000e+00
-9.336000e-03   0.000000e+00   0.000000e+00
-9.288000e-03   0.000000e+00   0.000000e+00
-9.240000e-03   0.000000e+00   0.000000e+00
-9.192000e-03   0.000000e+00   0.000000e+00
-9.144000e-03   0.000000e+00   0.000000e+00
-9.096000e-03   0.000000e+00   0.000000e+00
-9.048000e-03   0.000000e+00   0.000000e+00
-9.000000e-03   0.000000e+00   0.000000e+00
-8.952000e-03   0.000000e+00   0.000000e+00
-8.904000e-03   0.000000e+00   0.000000e+00
-8.856000e-03   0.000000e+00   0.000000e+00
-8.808000e-03   0.000000e+00   0.000000e+00
-8.760000e-03   0.000000e+00   0.000000e+00
-8.712000e-03   0.000000e+00   0.000000e+00
-8.664000e-03   0.000000e+00   0.000000e+00
-8.616000e-03   0.000000e+00   0.000000e+00
-8.568000e-03   0.000000e+00   0.000000e+00
-8.520000e-03   0.000000e+00   0.000000e+00
-8.472000e-03   0.000000e+00   0.000000e+00
-8.424000e-03   0.000000e+00   0.000000e+00
-8.376000e-03   0.000000e+00   0.000000e+00
-8.328000e-03   0.000000e+00   0.000000e+00
-8.280000e-03   0.000000e+00   0.000000e+00
-8.232000e-03   0.000000e+00   0.000000e+00
-8.184000e-03   0.000000e+00   0.000000e+00
-8.136000e-03   0.000000e+00   0.000000e+00
-8.088000e-03   0.000000e+00   0.000000e+00
-8.040000e-03   0.000000e+00   0.000000e+00
-7.992000e-03   0.000000e+00   0.000000e+00
-7.944000e-03   0.000000e+00   0.000000e+00
-7.896000e-03   0.000000e+00   0.000000e+00
-7.848000e-03   0.000000e+00   0.000000e+00
-7.800000e-03   0.000000e+00   0.000000e+00
-7.752000e-03   0.000000e+00   0.000000e+00
-7.704000e-03   0.000000e+00   0.000000e+00
-7.656000e-03   0.000000e+00   0.000000e+00
-7.608000e-03   0.000000e+00   0.000000e+00
-7.560000e-03   0.000000e+00   0.000000e+00
-7.512000e-03   0.000000e+00   0.000000e+00
-7.464000e-03   0.000000e+00   0.000000e+00
-7.416000e-03   0.000000e+00   0.000000e+00
-7.368000e-03   0.000000e+00   0.000000e+00
-7.320000e-03   0.000000e+00   0.000000e+00
-7.272000e-03   0.000000e+00   0.000000e+00
-7.224000e-03   0.000000e+00   0.000000e+00
-7.176000e-03   0.000000e+00   0.000000e+00
-7.128000e-03   0.000000e+00   0.000000e+00
-7.080000e-03   0.000000e+00   0.000000e+00
-7.032000e-03   0.000000e+00   0.000000e+00
-6.984000e-03   0.000000e+00   0.000000e+00
-6.936000e-03   0.000000e+00   0.000000e+00
-6.888000e-03   0.000000e+00   0.000000e+00
-6.840000e-03   0.000000e+00   0.000000e+00
-6.792000e-03   0.000000e+00   0.000000e+00
-6.744000e-03   0.000000e+00   0.000000e+00
-6.696000e-03   0.000000e+00   0.000000e+00
-6.648000e-03   0.000000e+00   0.000000e+00
-6.600000e-03   0.000000e+00   0.000000e+00
-6.552000e-03   0.000000e+00   0.000000e+00
-6.504000e-03   0.000000e+00   0.000000e+00
-6.456000e-03   0.000000e+00   0.000000e+00
-6.408000e-03   0.000000e+00   0.000000e+00
-6.360000e-03   0.000000e+00   0.000000e+00
-6.312000e-03   0.000000e+00   0.000000e+00
-6.264000e-03   0.000000e+00   0.000000e+00
-6.216000e-03   0.000000e+00   0.000000e+00
-6.168000e-03   0.000000e+00   0.000000e+00
-6.120000e-03   0.000000e+00   0.000000e+00
-6.072000e-03   0.000000e+00   0.000000e+00
-6.024000e-03   0.000000e+00   0.000000e+00
-5.976000e-03   0.000000e+00   0.000000e+00
-5.928000e-03   0.000000e+00   0.000000e+00
-5.880000e-03   0.000000e+00   0.000000e+00
-5.832000e-03   0.000000e+00   0.000000e+00
-5.784000e-03   0.000000e+00   0.000000e+00
-5.736000e-03   0.000000e+00   0.000000e+00
-5.688000e-03   0.000000e+00   0.000000e+00
-5.640000e-03   0.000000e+00   0.000000e+00
-5.592000e-03   0.000000e+00   0.000000e+00
-5.544000e-03   0.000000e+00   0.000000e+00
-5.496000e-03   0.000000e+00   0.000000e+00
-5.448000e-03   0.000000e+00   0.000000e+00
-5.400000e-03   0.000000e+00   0.000000e+00
-5.352000e-03   0.000000e+00   0.000000e+00
-5.304000e-03   0.000000e+00   0.000000e+00
-5.256000e-03   0.000000e+00   0.000000e+00
-5.208000e-03   0.000000e+00   0.000000e+00
-5.160000e-03   0.000000e+00   0.000000e+00
-5.112000e-03   0.000000e+00   0.000000e+00
-5.064000e-03   0.000000e+00   0.000000e+00
-5.016000e-03   0.000000e+00   0.000000e+00
-4.968000e-03   0.000000e+00   0.000000e+00
-4.920000e-03   0.000000e+00   0.000000e+00
-4.872000e-03   0.000000e+00   0.000000e+00
-4.824000e-03   0.000000e+00   0.000000e+00
-4.776000e-03   0.000000e+00   0.000000e+00
-4.728000e-03   0.000000e+00   0.000000e+00
-4.680000e-03   0.000000e+00   0.000000e+00
-4.632000e-03   0.000000e+00   0.000000e+00
-4.584000e-03   0.000000e+00   0.000000e+00
-4.536000e-03   0.000000e+00   0.000000e+00
-4.488000e-03   0.000000e+00   0.000000e+00
-4.440000e-03   0.000000e+00   0.000000e+00
-4.392000e-03   0.000000e+00   0.000000e+00
-4.344000e-03   0.000000e+00   0.000000e+00
-4.296000e-03   0.000000e+00   0.000000e+00
-4.248000e-03   0.000000e+00   0.000000e+00
-4.200000e-03   0.000000e+00   0.000000e+00
-4.152000e-03   0.000000e+00   0.000000e+00
-4.104000e-03   0.000000e+00   0.000000e+00
-4.056000e-03   0.000000e+00   0.000000e+00
-4.008000e-03   0.000000e+00   0.000000e+00
-3.960000e-03   0.000000e+00   0.000000e+00
-3.912000e-03   0.000000e+00   0.000000e+00
-3.864000e-03   0.000000e+00   0.000000e+00
-3.816000e-03   0.000000e+00   0.000000e+00
-3.768000e-03   0.000000e+00   0.000000e+00
-3.720000e-03   0.000000e+00   0.000000e+00
-3.672000e-03   0.000000e+00   0.000000e+00
-3.624000e-03   0.000000e+00   0.000000e+00
-3.576000e-03   0.000000e+00   0.000000e+00
-3.528000e-03   0.000000e+00   0.000000e+00
-3.480000e-03   0.000000e+00   0.000000e+00
-3.432000e-03   0.000000e+00   0.000000e+00
-3.384000e-03   0.000000e+00   0.000000e+00
-3.336000e-03   0.000000e+00   0.000000e+00
-3.288000e-03   0.000000e+00   0.000000e+00
-3.240000e-03   0.000000e+00   0.000000e+00
-3.192000e-03   0.000000e+00   0.000000e+00
-3.144000e-03   0.000000e+00   0.000000e+00
-3.096000e-03   0.000000e+00   0.000000e+00
-3.048000e-03   0.000000e+00   0.000000e+00
-3.000000e-03   0.000000e+00   0.000000e+00
-2.952000e-03   0.000000e+00   0.000000e+00
-2.904000e-03   0.000000e+00   0.000000e+00
-2.856000e-03   0.000000e+00   0.000000e+00
-2.808000e-03   0.000000e+00   0.000000e+00
-2.760000e-03   0.000000e+00   0.000000e+00
-2.712000e-03   0.000000e+00   0.000000e+00
-2.664000e-03   0.000000e+00   0.000000e+00
-2.616000e-03   0.000000e+00   0.000000e+00
-2.568000e-03   0.000000e+00   0.000000e+00
-2.520000e-03   0.000000e+00   0.000000e+00
-2.472000e-03   0.000000e+00   0.000000e+00
-2.424000e-03   0.000000e+00   0.000000e+00
-2.376000e-03   0.000000e+00   0.000000e+00
-2.328000e-03   0.000000e+00   0.000000e+00
-2.280000e-03   0.000000e+00   0.000000e+00
-2.232000e-03   0.000000e+00   0.000000e+00
-2.184000e-03   0.000000e+00   0.000000e+00
-2.136000e-03   0.000000e+00   0.000000e+00
-2.088000e-03   0.000000e+00   0.000000e+00
-2.040000e-03   0.000000e+00   0.000000e+00
-1.992000e-03   0.000000e+00   0.000000e+00
-1.944000e-03   0.000000e+00   0.000000e+00
-1.896000e-03   0.000000e+00   0.000000e+00
-1.848000e-03   0.000000e+00   0.000000e+00
-1.800000e-03   0.000000e+00   0.000000e+00
-1.752000e-03   0.000000e+00   0.000000e+00
-1.704000e-03   0.000000e+00   0.000000e+00
-1.656000e-03   0.000000e+00   0.000000e+00
-1.608000e-03   0.000000e+00   0.000000e+00
-1.560000e-03   0.000000e+00   0.000000e+00
-1.512000e-03   0.000000e+00   0.000000e+00
-1.464000e-03   0.000000e+00   0.000000e+00
-1.416000e-03   0.000000e+00   0.000000e+00
-1.368000e-03   0.000000e+00   0.000000e+00
-1.320000e-03   0.000000e+00   0.000000e+00
-1.272000e-03   0.000000e+00   0.000000e+00
-1.224000e-03   0.000000e+00   0.000000e+00
-1.176000e-03   0.000000e+00   0.000000e+00
-1.128000e-03   0.000000e+00   0.000000e+00
-1.080000e-03   0.000000e+00   0.000000e+00
-1.032000e-03   0.000000e+00   0.000000e+00
-9.840000e-04   0.000000e+00   0.000000e+00
-9.360000e-04   0.000000e+00   0.000000e+00
-8.880000e-04   0.000000e+00   0.000000e+00
-8.400000e-04   0.000000e+00   0.000000e+00
-7.920000e-04   0.000000e+00   0.000000e+00
-7.440000e-04   0.000000e+00   0.000000e+00
-6.960000e-04   0.000000e+00   0.000000e+00
-6.480000e-04   0.000000e+00   0.000000e+00
-6.000000e-04   0.000000e+00   0.000000e+00
-5.520000e-04   0.000000e+00   0.000000e+00
-5.040000e-04   0.000000e+00   0.000000e+00
-4.560000e-04   0.000000e+00   0.000000e+00
-4.080000e-04   0.000000e+00   0.000000e+00
-3.600000e-04   0.000000e+00   0.000000e+00
-3.120000e-04   0.000000e+00   0.000000e+00
-2.640000e-04   0.000000e+00   0.000000e+00
-2.160000e-04   0.000000e+00   0.000000e+00
-1.680000e-04   0.000000e+00   0.000000e+00
-1.200000e-04   0.000000e+00   0.000000e+00
-7.200000e-05   0.000000e+00   0.000000e+00
-2.400000e-05   3.214688e+02   4.325184e+02
 2.400000e-05   1.764368e-02   1.289451e-02
 7.200000e-05   5.784785e-02   4.178693e-02
 1.200000e-04   6.430260e-02   5.311390e-02
 1.680000e-04   1.567919e-01   1.257452e-01
 2.160000e-04   2.668668e-01   2.034756e-01
 2.640000e-04   1.290625e-01   1.111350e-01
 3.120000e-04   2.367666e-01   1.955759e-01
 3.600000e-04   7.185591e-01   5.219780e-01
 4.080000e-04   2.448429e-01   1.886166e-01
 4.560000e-04   4.595283e-01   3.631838e-01
 5.040000e-04   1.703023e+00   1.519393e+00
 5.520000e-04   5.697658e-01   4.519825e-01
 6.000000e-04   6.966279e-01   5.382922e-01
 6.480000e-04   4.105874e-01   3.592523e-01
 6.960000e-04   5.577268e-01   4.551273e-01
 7.440000e-04   3.956412e-01   3.430679e-01
 7.920000e-04   2.248748e+00   1.991710e+00
 8.400000e-04   1.035866e+00   7.927508e-01
 8.880000e-04   4.817178e-01   4.008507e-01
 9.360000e-04   6.462911e-01   5.010610e-01
 9.840000e-04   7.613846e-01   6.074479e-01
 1.032000e-03   3.408046e-01   2.965171e-01
 1.080000e-03   4.635223e-01   3.882767e-01
 1.128000e-03   5.951490e-01   3.903645e-01
 1.176000e-03   2.302561e+00   2.240440e+00
 1.224000e-03   3.842360e-01   3.235086e-01
 1.272000e-03   4.409878e-01   3.952796e-01
 1.320000e-03   7.869460e-01   6.449037e-01
 1.368000e-03   3.687647e-01   3.260478e-01
 1.416000e-03   5.900502e-01   4.706423e-01
 1.464000e-03   4.820152e-01   4.086669e-01
 1.512000e-03   4.726650e-01   3.965407e-01
 1.560000e-03   2.260473e-01   2.064853e-01
 1.608000e-03   1.159606e+00   8.896429e-01
 1.656000e-03   3.783469e-01   2.999325e-01
 1.704000e-03   5.885531e-01   4.482297e-01
 1.752000e-03   2.467651e-01   2.059706e-01
 1.800000e-03   4.001337e-01   3.387823e-01
 1.848000e-03   1.241331e+00   1.219741e+00
 1.896000e-03   5.344576e-01   4.299762e-01
 1.944000e-03   4.923964e-01   4.114913e-01
 1.992000e-03   3.225703e-01   2.870116e-01
 2.040000e-03   2.558379e-01   2.123971e-01
 2.088000e-03   3.231083e-01   2.614372e-01
 2.136000e-03   2.747608e-01   2.059266e-01
 2.184000e-03   2.449974e-01   1.966079e-01
 2.232000e-03   2.412149e-01   1.982487e-01
 2.280000e-03   8.647995e-02   7.628794e-02
 2.328000e-03   3.187933e-01   2.701492e-01
 2.376000e-03   2.539604e-02   2.484900e-02
 2.424000e-03   1.929697e-01   1.576698e-01
 2.472000e-03   1.001042e-01   9.069127e-02
 2.520000e-03   2.873548e-01   2.355192e-01
 2.568000e-03   1.457160e-01   1.257147e-01
 2.616000e-03   2.346477e-01   1.829245e-01
 2.664000e-03   1.394313e-01   1.255779e-01
 2.712000e-03   1.541624e-01   1.189181e-01
 2.760000e-03   8.780453e-03   8.693454e-03
 2.808000e-03   7.460134e-02   6.960654e-02
 2.856000e-03   3.849330e-01   2.652272e-01
 2.904000e-03   4.955360e-02   4.500780e-02
 2.952000e-03   6.379956e-02   5.626666e-02
 3.000000e-03   2.040658e-01   1.619184e-01
 3.048000e-03   4.066824e-02   3.395314e-02
 3.096000e-03   9.195494e-02   7.150409e-02
 3.144000e-03   2.169122e-01   1.636491e-01
 3.192000e-03   4.511994e-02   4.256655e-02
 3.240000e-03   1.649582e-01   1.201088e-01
 3.288000e-03   6.812777e-02   6.097885e-02
 3.336000e-03   3.617246e-01   2.859647e-01
 3.384000e-03   0.000000e+00   0.000000e+00
 3.432000e-03   7.379718e-02   6.039730e-02
 3.480000e-03   1.832403e-01   1.453483e-01
 3.528000e-03   4.499059e-01   3.324607e-01
 3.576000e-03   4.128539e-02   3.734488e-02
 3.624000e-03   3.399460e-02   3.151713e-02
 3.672000e-03   6.086649e-02   5.046991e-02
 3.720000e-03   3.619615e-01   2.559962e-01
 3.768000e-03   3.700681e-01   2.630200e-01
 3.816000e-03   1.109288e-01   9.558517e-02
 3.864000e-03   6.085256e-02   5.408538e-02
 3.912000e-03   1.937051e-02   1.835717e-02
 3.960000e-03   1.195199e-02   1.154612e-02
 4.008000e-03   1.807794e-02   1.736248e-02
 4.056000e-03   1.799714e-01   1.464119e-01
 4.104000e-03   0.000000e+00   0.000000e+00
 4.152000e-03   4.123966e-01   3.027017e-01
 4.200000e-03   1.115633e-01   8.411171e-02
 4.248000e-03   0.000000e+00   0.000000e+00
 4.296000e-03   1.214610e-01   1.008433e-01
 4.344000e-03   5.732861e-02   5.206187e-02
 4.392000e-03   3.969866e-03   3.946200e-03
 4.440000e-03   0.000000e+00   0.000000e+00
 4.488000e-03   1.370048e-02   1.301508e-02
 4.536000e-03   1.767022e-01   1.300405e-01
 4.584000e-03   2.986544e-02   2.702923e-02
 4.632000e-03   1.221543e-01   9.170984e-02
 4.680000e-03   3.044018e-03   3.003870e-03
 4.728000e-03   9.107059e-02   6.502942e-02
 4.776000e-03   0.000000e+00   0.000000e+00
 4.824000e-03   1.061804e-01   7.410632e-02
 4.872000e-03   7.381690e-02   5.622097e-02
 4.920000e-03   1.315430e-01   9.502390e-02
 4.968000e-03   6.660566e-02   5.531627e-02
 5.016000e-03   4.220178e-02   3.641050e-02
 5.064000e-03   3.274115e-03   3.236887e-03
 5.112000e-03   1.010332e-01   7.625857e-02
 5.160000e-03   1.968932e-02   1.463783e-02
 5.208000e-03   2.738397e-01   1.990043e-01
 5.256000e-03   0.000000e+00   0.000000e+00
 5.304000e-03   0.000000e+00   0.000000e+00
 5.352000e-03   0.000000e+00   0.000000e+00
 5.400000e-03   0.000000e+00   0.000000e+00
 5.448000e-03   0.000000e+00   0.000000e+00
 5.496000e-03   0.000000e+00   0.000000e+00
 5.544000e-03   0.000000e+00   0.000000e+00
 5.592000e-03   0.000000e+00   0.000000e+00
 5.640000e-03   0.000000e+00   0.000000e+00
 5.688000e-03   0.000000e+00   0.000000e+00
 5.736000e-03   0.000000e+00   0.000000e+00
 5.784000e-03   0.000000e+00   0.000000e+00
 5.832000e-03   0.000000e+00   0.000000e+00
 5.880000e-03   0.000000e+00   0.000000e+00
 5.928000e-03   0.000000e+00   0.000000e+00
 5.976000e-03   0.000000e+00   0.000000e+00
 6.024000e-03   0.000000e+00   0.000000e+00
 6.072000e-03   0.000000e+00   0.000000e+00
 6.120000e-03   0.000000e+00   0.000000e+00
 6.168000e-03   0.000000e+00   0.000000e+00
 6.216000e-03   0.000000e+00   0.000000e+00
 6.264000e-03   0.000000e+00   0.000000e+00
 6.312000e-03   0.000000e+00   0.000000e+00
 6.360000e-03   0.000000e+00   0.000000e+00
 6.408000e-03   0.000000e+00   0.000000e+00
 6.456000e-03   0.000000e+00   0.000000e+00
 6.504000e-03   0.000000e+00   0.000000e+00
 6.552000e-03   0.000000e+00   0.000000e+00
 6.600000e-03   0.000000e+00   0.000000e+00
 6.648000e-03   0.000000e+00   0.000000e+00
 6.696000e-03   0.000000e+00   0.000000e+00
 6.744000e-03   0.000000e+00   0.000000e+00
 6.792000e-03   0.000000e+00   0.000000e+00
 6.840000e-03   0.000000e+00   0.000000e+00
 6.888000e-03   0.000000e+00   0.000000e+00
 6.936000e-03   0.000000e+00   0.000000e+00
 6.984000e-03   0.000000e+00   0.000000e+00
 7.032000e-03   0.000000e+00   0.000000e+00
 7.080000e-03   0.000000e+00   0.000000e+00
 7.128000e-03   0.000000e+00   0.000000e+00
 7.176000e-03   0.000000e+00   0.000000e+00
 7.224000e-03   0.000000e+00   0.000000e+00
 7.272000e-03   0.000000e+00   0.000000e+00
 7.320000e-03   0.000000e+00   0.000000e+00
 7.368000e-03   0.000000e+00   0.000000e+00
 7.416000e-03   0.000000e+00   0.000000e+00
 7.464000e-03   0.000000e+00   0.000000e+00
 7.512000e-03   0.000000e+00   0.000000e+00
 7.560000e-03   0.000000e+00   0.000000e+00
 7.608000e-03   0.000000e+00   0.000000e+00
 7.656000e-03   0.000000e+00   0.000000e+00
 7.704000e-03   0.000000e+00   0.000000e+00
 7.752000e-03   0.000000e+00   0.000000e+00
 7.800000e-03   0.000000e+00   0.000000e+00
 7.848000e-03   0.000000e+00   0.000000e+00
 7.896000e-03   1.860556e-15   1.860556e-15
 7.944000e-03   0.000000e+00   0.000000e+00
 7.992000e-03   0.000000e+00   0.000000e+00
 8.040000e-03   0.000000e+00   0.000000e+00
 8.088000e-03   0.000000e+00   0.000000e+00
 8.136000e-03   0.000000e+00   0.000000e+00
 8.184000e-03   0.000000e+00   0.000000e+00
 8.232000e-03   0.000000e+00   0.000000e+00
 8.280000e-03   0.000000e+00   0.000000e+00
 8.328000e-03   0.000000e+00   0.000000e+00
 8.376000e-03   0.000000e+00   0.000000e+00
 8.424000e-03   0.000000e+00   0.000000e+00
 8.472000e-03   0.000000e+00   0.000000e+00
 8.520000e-03   0.000000e+00   0.000000e+00
 8.568000e-03   0.000000e+00   0.000000e+00
 8.616000e-03   0.000000e+00   0.000000e+00
 8.664000e-03   0.000000e+00   0.000000e+00
 8.712000e-03   0.000000e+00   0.000000e+00
 8.760000e-03   0.000000e+00   0.000000e+00
 8.808000e-03   0.000000e+00   0.000000e+00
 8.856000e-03   0.000000e+00   0.000000e+00
 8.904000e-03   0.000000e+00   0.000000e+00
 8.952000e-03   0.000000e+00   0.000000e+00
 9.000000e-03   0.000000e+00   0.000000e+00
 9.048000e-03   0.000000e+00   0.000000e+00
 9.096000e-03   0.000000e+00   0.000000e+00
 9.144000e-03   0.000000e+00   0.000000e+00
 9.192000e-03   0.000000e+00   0.000000e+00
 9.240000e-03   0.000000e+00   0.000000e+00
 9.288000e-03   0.000000e+00   0.000000e+00
 9.336000e-03   0.000000e+00   0.000000e+00
 9.384000e-03   0.000000e+00   0.000000e+00
 9.432000e-03   0.000000e+00   0.000000e+00
 9.480000e-03   0.000000e+00   0.000000e+00
 9.528000e-03   0.000000e+00   0.000000e+00
 9.576000e-03   0.000000e+00   0.000000e+00
 9.624000e-03   0.000000e+00   0.000000e+00
 9.672000e-03   0.000000e+00   0.000000e+00
 9.720000e-03   0.000000e+00   0.000000e+00
 9.768000e-03   0.000000e+00   0.000000e+00
 9.816000e-03   0.000000e+00   0.000000e+00
 9.864000e-03   0.000000e+00   0.000000e+00
 9.912000e-03   0.000000e+00   0.000000e+00
 9.960000e-03   0.000000e+00   0.000000e+00
 1.000800e-02   0.000000e+00   0.000000e+00
 1.005600e-02   0.000000e+00   0.000000e+00
 1.010400e-02   0.000000e+00   0.000000e+00
 1.015200e-02   0.000000e+00   0.000000e+00
 1.020000e-02   0.000000e+00   0.000000e+00
 1.024800e-02   0.000000e+00   0.000000e+00
 1.029600e-02   0.000000e+00   0.000000e+00
 1.034400e-02   0.000000e+00   0.000000e+00
 1.039200e-02   0.000000e+00   0.000000e+00
 1.044000e-02   0.000000e+00   0.000000e+00
 1.048800e-02   0.000000e+00   0.000000e+00
 1.053600e-02   0.000000e+00   0.000000e+00
 1.058400e-02   0.000000e+00   0.000000e+00
 1.063200e-02   0.000000e+00   0.000000e+00
 1.068000e-02   0.000000e+00   0.000000e+00
 1.072800e-02   0.000000e+00   0.000000e+00
 1.077600e-02   0.000000e+00   0.000000e+00
 1.082400e-02   0.000000e+00   0.000000e+00
 1.087200e-02   0.000000e+00   0.000000e+00
 1.092000e-02   0.000000e+00   0.000000e+00
 1.096800e-02   0.000000e+00   0.000000e+00
 1.101600e-02   0.000000e+00   0.000000e+00
 1.106400e-02   0.000000e+00   0.000000e+00
 1.111200e-02   0.000000e+00   0.000000e+00
 1.116000e-02   0.000000e+00   0.000000e+00
 1.120800e-02   0.000000e+00   0.000000e+00
 1.125600e-02   0.000000e+00   0.000000e+00
 1.130400e-02   0.000000e+00   0.000000e+00
 1.135200e-02   0.000000e+00   0.000000e+00
 1.140000e-02   0.000000e+00   0.000000e+00
 1.144800e-02   0.000000e+00   0.000000e+00
 1.149600e-02   0.000000e+00   0.000000e+00
 1.154400e-02   0.000000e+00   0.000000e+00
 1.159200e-02   0.000000e+00   0.000000e+00
 1.164000e-02   0.000000e+00   0.000000e+00
 1.168800e-02   0.000000e+00   0.000000e+00
 1.173600e-02   0.000000e+00   0.000000e+00
 1.178400e-02   0.000000e+00   0.000000e+00
 1.183200e-02   0.000000e+00   0.000000e+00
 1.188000e-02   0.000000e+00   0.000000e+00
 1.192800e-02   0.000000e+00   0.000000e+00
 1.197600e-02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
