th5 bin centers    value    Error 
-9.480000e-03   0.000000e+00   0.000000e+00
-9.432000e-03   0.000000e+00   0.000000e+00
-9.384000e-03   0.000000e+00   0.000000e+00
-9.336000e-03   0.000000e+00   0.000000e+00
-9.288000e-03   0.000000e+00   0.000000e+00
-9.240000e-03   0.000000e+00   0.000000e+00
-9.192000e-03   0.000000e+00   0.000000e+00
-9.144000e-03   0.000000e+00   0.000000e+00
-9.096000e-03   0.000000e+00   0.000000e+00
-9.048000e-03   0.000000e+00   0.000000e+00
-9.000000e-03   0.000000e+00   0.000000e+00
-8.952000e-03   0.000000e+00   0.000000e+00
-8.904000e-03   0.000000e+00   0.000000e+00
-8.856000e-03   0.000000e+00   0.000000e+00
-8.808000e-03   0.000000e+00   0.000000e+00
-8.760000e-03   0.000000e+00   0.000000e+00
-8.712000e-03   0.000000e+00   0.000000e+00
-8.664000e-03   0.000000e+00   0.000000e+00
-8.616000e-03   0.000000e+00   0.000000e+00
-8.568000e-03   0.000000e+00   0.000000e+00
-8.520000e-03   0.000000e+00   0.000000e+00
-8.472000e-03   0.000000e+00   0.000000e+00
-8.424000e-03   0.000000e+00   0.000000e+00
-8.376000e-03   0.000000e+00   0.000000e+00
-8.328000e-03   0.000000e+00   0.000000e+00
-8.280000e-03   0.000000e+00   0.000000e+00
-8.232000e-03   0.000000e+00   0.000000e+00
-8.184000e-03   0.000000e+00   0.000000e+00
-8.136000e-03   0.000000e+00   0.000000e+00
-8.088000e-03   0.000000e+00   0.000000e+00
-8.040000e-03   0.000000e+00   0.000000e+00
-7.992000e-03   0.000000e+00   0.000000e+00
-7.944000e-03   0.000000e+00   0.000000e+00
-7.896000e-03   0.000000e+00   0.000000e+00
-7.848000e-03   0.000000e+00   0.000000e+00
-7.800000e-03   0.000000e+00   0.000000e+00
-7.752000e-03   0.000000e+00   0.000000e+00
-7.704000e-03   0.000000e+00   0.000000e+00
-7.656000e-03   0.000000e+00   0.000000e+00
-7.608000e-03   0.000000e+00   0.000000e+00
-7.560000e-03   0.000000e+00   0.000000e+00
-7.512000e-03   0.000000e+00   0.000000e+00
-7.464000e-03   0.000000e+00   0.000000e+00
-7.416000e-03   0.000000e+00   0.000000e+00
-7.368000e-03   0.000000e+00   0.000000e+00
-7.320000e-03   0.000000e+00   0.000000e+00
-7.272000e-03   0.000000e+00   0.000000e+00
-7.224000e-03   0.000000e+00   0.000000e+00
-7.176000e-03   0.000000e+00   0.000000e+00
-7.128000e-03   0.000000e+00   0.000000e+00
-7.080000e-03   0.000000e+00   0.000000e+00
-7.032000e-03   0.000000e+00   0.000000e+00
-6.984000e-03   0.000000e+00   0.000000e+00
-6.936000e-03   0.000000e+00   0.000000e+00
-6.888000e-03   0.000000e+00   0.000000e+00
-6.840000e-03   0.000000e+00   0.000000e+00
-6.792000e-03   0.000000e+00   0.000000e+00
-6.744000e-03   0.000000e+00   0.000000e+00
-6.696000e-03   0.000000e+00   0.000000e+00
-6.648000e-03   0.000000e+00   0.000000e+00
-6.600000e-03   0.000000e+00   0.000000e+00
-6.552000e-03   0.000000e+00   0.000000e+00
-6.504000e-03   0.000000e+00   0.000000e+00
-6.456000e-03   0.000000e+00   0.000000e+00
-6.408000e-03   0.000000e+00   0.000000e+00
-6.360000e-03   0.000000e+00   0.000000e+00
-6.312000e-03   0.000000e+00   0.000000e+00
-6.264000e-03   0.000000e+00   0.000000e+00
-6.216000e-03   0.000000e+00   0.000000e+00
-6.168000e-03   0.000000e+00   0.000000e+00
-6.120000e-03   0.000000e+00   0.000000e+00
-6.072000e-03   0.000000e+00   0.000000e+00
-6.024000e-03   0.000000e+00   0.000000e+00
-5.976000e-03   0.000000e+00   0.000000e+00
-5.928000e-03   0.000000e+00   0.000000e+00
-5.880000e-03   0.000000e+00   0.000000e+00
-5.832000e-03   0.000000e+00   0.000000e+00
-5.784000e-03   0.000000e+00   0.000000e+00
-5.736000e-03   0.000000e+00   0.000000e+00
-5.688000e-03   0.000000e+00   0.000000e+00
-5.640000e-03   0.000000e+00   0.000000e+00
-5.592000e-03   0.000000e+00   0.000000e+00
-5.544000e-03   0.000000e+00   0.000000e+00
-5.496000e-03   0.000000e+00   0.000000e+00
-5.448000e-03   0.000000e+00   0.000000e+00
-5.400000e-03   0.000000e+00   0.000000e+00
-5.352000e-03   0.000000e+00   0.000000e+00
-5.304000e-03   0.000000e+00   0.000000e+00
-5.256000e-03   0.000000e+00   0.000000e+00
-5.208000e-03   0.000000e+00   0.000000e+00
-5.160000e-03   0.000000e+00   0.000000e+00
-5.112000e-03   0.000000e+00   0.000000e+00
-5.064000e-03   0.000000e+00   0.000000e+00
-5.016000e-03   0.000000e+00   0.000000e+00
-4.968000e-03   0.000000e+00   0.000000e+00
-4.920000e-03   0.000000e+00   0.000000e+00
-4.872000e-03   0.000000e+00   0.000000e+00
-4.824000e-03   0.000000e+00   0.000000e+00
-4.776000e-03   0.000000e+00   0.000000e+00
-4.728000e-03   0.000000e+00   0.000000e+00
-4.680000e-03   0.000000e+00   0.000000e+00
-4.632000e-03   0.000000e+00   0.000000e+00
-4.584000e-03   0.000000e+00   0.000000e+00
-4.536000e-03   0.000000e+00   0.000000e+00
-4.488000e-03   0.000000e+00   0.000000e+00
-4.440000e-03   0.000000e+00   0.000000e+00
-4.392000e-03   0.000000e+00   0.000000e+00
-4.344000e-03   0.000000e+00   0.000000e+00
-4.296000e-03   0.000000e+00   0.000000e+00
-4.248000e-03   0.000000e+00   0.000000e+00
-4.200000e-03   0.000000e+00   0.000000e+00
-4.152000e-03   0.000000e+00   0.000000e+00
-4.104000e-03   0.000000e+00   0.000000e+00
-4.056000e-03   0.000000e+00   0.000000e+00
-4.008000e-03   0.000000e+00   0.000000e+00
-3.960000e-03   0.000000e+00   0.000000e+00
-3.912000e-03   0.000000e+00   0.000000e+00
-3.864000e-03   0.000000e+00   0.000000e+00
-3.816000e-03   0.000000e+00   0.000000e+00
-3.768000e-03   0.000000e+00   0.000000e+00
-3.720000e-03   0.000000e+00   0.000000e+00
-3.672000e-03   0.000000e+00   0.000000e+00
-3.624000e-03   0.000000e+00   0.000000e+00
-3.576000e-03   0.000000e+00   0.000000e+00
-3.528000e-03   0.000000e+00   0.000000e+00
-3.480000e-03   0.000000e+00   0.000000e+00
-3.432000e-03   0.000000e+00   0.000000e+00
-3.384000e-03   0.000000e+00   0.000000e+00
-3.336000e-03   0.000000e+00   0.000000e+00
-3.288000e-03   0.000000e+00   0.000000e+00
-3.240000e-03   0.000000e+00   0.000000e+00
-3.192000e-03   0.000000e+00   0.000000e+00
-3.144000e-03   0.000000e+00   0.000000e+00
-3.096000e-03   0.000000e+00   0.000000e+00
-3.048000e-03   0.000000e+00   0.000000e+00
-3.000000e-03   0.000000e+00   0.000000e+00
-2.952000e-03   0.000000e+00   0.000000e+00
-2.904000e-03   0.000000e+00   0.000000e+00
-2.856000e-03   0.000000e+00   0.000000e+00
-2.808000e-03   0.000000e+00   0.000000e+00
-2.760000e-03   0.000000e+00   0.000000e+00
-2.712000e-03   0.000000e+00   0.000000e+00
-2.664000e-03   0.000000e+00   0.000000e+00
-2.616000e-03   0.000000e+00   0.000000e+00
-2.568000e-03   0.000000e+00   0.000000e+00
-2.520000e-03   0.000000e+00   0.000000e+00
-2.472000e-03   0.000000e+00   0.000000e+00
-2.424000e-03   0.000000e+00   0.000000e+00
-2.376000e-03   0.000000e+00   0.000000e+00
-2.328000e-03   0.000000e+00   0.000000e+00
-2.280000e-03   0.000000e+00   0.000000e+00
-2.232000e-03   0.000000e+00   0.000000e+00
-2.184000e-03   0.000000e+00   0.000000e+00
-2.136000e-03   0.000000e+00   0.000000e+00
-2.088000e-03   0.000000e+00   0.000000e+00
-2.040000e-03   0.000000e+00   0.000000e+00
-1.992000e-03   0.000000e+00   0.000000e+00
-1.944000e-03   0.000000e+00   0.000000e+00
-1.896000e-03   0.000000e+00   0.000000e+00
-1.848000e-03   0.000000e+00   0.000000e+00
-1.800000e-03   0.000000e+00   0.000000e+00
-1.752000e-03   0.000000e+00   0.000000e+00
-1.704000e-03   0.000000e+00   0.000000e+00
-1.656000e-03   0.000000e+00   0.000000e+00
-1.608000e-03   0.000000e+00   0.000000e+00
-1.560000e-03   0.000000e+00   0.000000e+00
-1.512000e-03   0.000000e+00   0.000000e+00
-1.464000e-03   0.000000e+00   0.000000e+00
-1.416000e-03   0.000000e+00   0.000000e+00
-1.368000e-03   0.000000e+00   0.000000e+00
-1.320000e-03   0.000000e+00   0.000000e+00
-1.272000e-03   0.000000e+00   0.000000e+00
-1.224000e-03   0.000000e+00   0.000000e+00
-1.176000e-03   0.000000e+00   0.000000e+00
-1.128000e-03   0.000000e+00   0.000000e+00
-1.080000e-03   0.000000e+00   0.000000e+00
-1.032000e-03   0.000000e+00   0.000000e+00
-9.840000e-04   0.000000e+00   0.000000e+00
-9.360000e-04   0.000000e+00   0.000000e+00
-8.880000e-04   0.000000e+00   0.000000e+00
-8.400000e-04   0.000000e+00   0.000000e+00
-7.920000e-04   0.000000e+00   0.000000e+00
-7.440000e-04   0.000000e+00   0.000000e+00
-6.960000e-04   0.000000e+00   0.000000e+00
-6.480000e-04   0.000000e+00   0.000000e+00
-6.000000e-04   0.000000e+00   0.000000e+00
-5.520000e-04   0.000000e+00   0.000000e+00
-5.040000e-04   0.000000e+00   0.000000e+00
-4.560000e-04   0.000000e+00   0.000000e+00
-4.080000e-04   0.000000e+00   0.000000e+00
-3.600000e-04   0.000000e+00   0.000000e+00
-3.120000e-04   0.000000e+00   0.000000e+00
-2.640000e-04   0.000000e+00   0.000000e+00
-2.160000e-04   0.000000e+00   0.000000e+00
-1.680000e-04   0.000000e+00   0.000000e+00
-1.200000e-04   0.000000e+00   0.000000e+00
-7.200000e-05   0.000000e+00   0.000000e+00
-2.400000e-05  -9.422914e+03   3.075516e+02
 2.400000e-05   3.271768e-01   1.800745e-02
 7.200000e-05   1.126295e+00   6.182287e-02
 1.200000e-04   2.030651e+00   8.058158e-02
 1.680000e-04   2.787397e+00   6.719341e-02
 2.160000e-04   3.952916e+00   1.365424e-01
 2.640000e-04   4.672864e+00   1.145738e-01
 3.120000e-04   5.620926e+00   1.250776e-01
 3.600000e-04   6.538829e+00   1.666751e-01
 4.080000e-04   7.513060e+00   1.601355e-01
 4.560000e-04   9.382919e+00   1.729233e-01
 5.040000e-04   1.017971e+01   2.167368e-01
 5.520000e-04   1.114282e+01   1.578695e-01
 6.000000e-04   1.247358e+01   1.727424e-01
 6.480000e-04   1.368984e+01   1.633530e-01
 6.960000e-04   1.453612e+01   2.026017e-01
 7.440000e-04   1.486149e+01   1.972332e-01
 7.920000e-04   1.556293e+01   1.644782e-01
 8.400000e-04   1.588957e+01   1.243436e-01
 8.880000e-04   1.627858e+01   1.033385e-01
 9.360000e-04   1.648698e+01   2.345609e-01
 9.840000e-04   1.650400e+01   1.252447e-01
 1.032000e-03   1.697042e+01   1.522696e-01
 1.080000e-03   1.636448e+01   1.325859e-01
 1.128000e-03   1.634830e+01   1.414405e-01
 1.176000e-03   1.604800e+01   1.685977e-01
 1.224000e-03   1.548539e+01   1.788253e-01
 1.272000e-03   1.502076e+01   1.653430e-01
 1.320000e-03   1.477368e+01   1.672935e-01
 1.368000e-03   1.382911e+01   9.681974e-02
 1.416000e-03   1.331668e+01   1.235083e-01
 1.464000e-03   1.316980e+01   1.556342e-01
 1.512000e-03   1.189681e+01   1.300944e-01
 1.560000e-03   1.124052e+01   9.833015e-02
 1.608000e-03   1.093911e+01   1.343892e-01
 1.656000e-03   1.013831e+01   8.842596e-02
 1.704000e-03   9.822855e+00   1.051887e-01
 1.752000e-03   9.272757e+00   1.249541e-01
 1.800000e-03   9.050590e+00   1.945534e-01
 1.848000e-03   8.380115e+00   1.078451e-01
 1.896000e-03   7.773731e+00   8.549346e-02
 1.944000e-03   7.597241e+00   8.523777e-02
 1.992000e-03   7.520547e+00   1.546176e-01
 2.040000e-03   6.868603e+00   9.413010e-02
 2.088000e-03   6.755022e+00   9.667771e-02
 2.136000e-03   6.402164e+00   1.220148e-01
 2.184000e-03   6.230837e+00   7.746416e-02
 2.232000e-03   5.913829e+00   1.245693e-01
 2.280000e-03   5.954853e+00   9.280180e-02
 2.328000e-03   5.504303e+00   9.786589e-02
 2.376000e-03   5.337776e+00   1.364772e-01
 2.424000e-03   5.301311e+00   1.730136e-01
 2.472000e-03   4.952690e+00   8.476191e-02
 2.520000e-03   4.920594e+00   1.139478e-01
 2.568000e-03   4.806592e+00   1.377120e-01
 2.616000e-03   4.510254e+00   8.275201e-02
 2.664000e-03   4.334274e+00   7.945935e-02
 2.712000e-03   4.309560e+00   9.494964e-02
 2.760000e-03   4.096998e+00   1.433845e-01
 2.808000e-03   4.117004e+00   8.060136e-02
 2.856000e-03   3.877216e+00   9.654409e-02
 2.904000e-03   3.932547e+00   2.649842e-01
 2.952000e-03   3.620364e+00   9.051318e-02
 3.000000e-03   3.809200e+00   1.210901e-01
 3.048000e-03   3.588844e+00   8.501039e-02
 3.096000e-03   3.268328e+00   5.792412e-02
 3.144000e-03   3.261193e+00   1.031204e-01
 3.192000e-03   3.138388e+00   1.093723e-01
 3.240000e-03   3.093473e+00   1.422518e-01
 3.288000e-03   3.314763e+00   1.860565e-01
 3.336000e-03   3.122256e+00   1.246184e-01
 3.384000e-03   2.674955e+00   1.102069e-01
 3.432000e-03   2.705792e+00   1.456887e-01
 3.480000e-03   2.429305e+00   8.366149e-02
 3.528000e-03   2.456040e+00   1.191429e-01
 3.576000e-03   2.247451e+00   8.480348e-02
 3.624000e-03   2.590237e+00   1.312483e-01
 3.672000e-03   2.694120e+00   1.554680e-01
 3.720000e-03   2.191715e+00   9.097458e-02
 3.768000e-03   2.258503e+00   1.436393e-01
 3.816000e-03   2.136197e+00   1.352659e-01
 3.864000e-03   2.103534e+00   1.589823e-01
 3.912000e-03   2.358473e+00   1.893888e-01
 3.960000e-03   2.031203e+00   1.330108e-01
 4.008000e-03   1.958148e+00   9.485853e-02
 4.056000e-03   1.706424e+00   1.088681e-01
 4.104000e-03   2.016264e+00   1.451353e-01
 4.152000e-03   1.949963e+00   1.221209e-01
 4.200000e-03   1.647576e+00   9.524764e-02
 4.248000e-03   1.626437e+00   9.975851e-02
 4.296000e-03   1.846671e+00   6.288613e-02
 4.344000e-03   1.927567e+00   1.620365e-01
 4.392000e-03   1.565397e+00   9.474828e-02
 4.440000e-03   1.450425e+00   1.411963e-01
 4.488000e-03   1.269458e+00   8.284723e-02
 4.536000e-03   1.201992e+00   8.159771e-02
 4.584000e-03   1.330243e+00   1.087991e-01
 4.632000e-03   1.245401e+00   5.374398e-02
 4.680000e-03   1.320104e+00   1.092034e-01
 4.728000e-03   1.182750e+00   6.653773e-02
 4.776000e-03   1.337877e+00   8.864694e-02
 4.824000e-03   8.918262e-01   7.577998e-02
 4.872000e-03   1.021796e+00   9.336049e-02
 4.920000e-03   9.108842e-01   5.765218e-02
 4.968000e-03   9.712180e-01   5.234544e-02
 5.016000e-03   1.057974e+00   7.605758e-02
 5.064000e-03   1.125920e+00   7.512892e-02
 5.112000e-03   1.201698e+00   1.325755e-01
 5.160000e-03   1.030862e+00   1.021409e-01
 5.208000e-03   9.464321e-01   5.097474e-02
 5.256000e-03   8.142500e-01   6.303358e-02
 5.304000e-03   9.101775e-01   8.574491e-02
 5.352000e-03   8.225244e-01   6.281753e-02
 5.400000e-03   6.741582e-01   4.429676e-02
 5.448000e-03   7.971072e-01   4.442764e-02
 5.496000e-03   5.982405e-01   6.926822e-02
 5.544000e-03   6.931326e-01   5.550373e-02
 5.592000e-03   7.814816e-01   6.830196e-02
 5.640000e-03   6.013159e-01   6.170689e-02
 5.688000e-03   6.610162e-01   5.064464e-02
 5.736000e-03   8.592745e-01   1.017829e-01
 5.784000e-03   5.430863e-01   4.930306e-02
 5.832000e-03   5.958279e-01   5.153441e-02
 5.880000e-03   5.802728e-01   7.142092e-02
 5.928000e-03   6.612243e-01   9.479775e-02
 5.976000e-03   5.916474e-01   4.605421e-02
 6.024000e-03   6.313893e-01   4.874385e-02
 6.072000e-03   5.012830e-01   4.392152e-02
 6.120000e-03   7.605832e-01   1.045137e-01
 6.168000e-03   4.539114e-01   6.072026e-02
 6.216000e-03   3.547131e-01   4.221444e-02
 6.264000e-03   4.602909e-01   4.084917e-02
 6.312000e-03   5.488617e-01   8.934861e-02
 6.360000e-03   4.878522e-01   5.811851e-02
 6.408000e-03   4.567006e-01   7.250149e-02
 6.456000e-03   3.988801e-01   2.742906e-02
 6.504000e-03   4.039018e-01   3.553942e-02
 6.552000e-03   3.427440e-01   3.064745e-02
 6.600000e-03   3.592224e-01   4.222576e-02
 6.648000e-03   3.446300e-01   4.167352e-02
 6.696000e-03   3.933214e-01   5.352325e-02
 6.744000e-03   3.824450e-01   2.715902e-02
 6.792000e-03   4.333268e-01   5.569967e-02
 6.840000e-03   3.811298e-01   3.304802e-02
 6.888000e-03   3.292759e-01   3.884698e-02
 6.936000e-03   3.003698e-01   3.451437e-02
 6.984000e-03   2.628809e-01   2.738775e-02
 7.032000e-03   3.236291e-01   3.299021e-02
 7.080000e-03   3.644654e-01   3.665233e-02
 7.128000e-03   2.604797e-01   2.564345e-02
 7.176000e-03   2.594068e-01   3.752024e-02
 7.224000e-03   2.706977e-01   3.387523e-02
 7.272000e-03   2.938572e-01   3.075589e-02
 7.320000e-03   4.518337e-01   9.059786e-02
 7.368000e-03   2.086515e-01   3.354709e-02
 7.416000e-03   3.003547e-01   3.664984e-02
 7.464000e-03   3.170478e-01   3.972216e-02
 7.512000e-03   2.200167e-01   2.746617e-02
 7.560000e-03   2.741527e-01   3.263861e-02
 7.608000e-03   2.013918e-01   2.086843e-02
 7.656000e-03   2.634942e-01   3.539664e-02
 7.704000e-03   2.566160e-01   2.782024e-02
 7.752000e-03   2.699695e-01   4.041094e-02
 7.800000e-03   2.475290e-01   2.813980e-02
 7.848000e-03   2.552440e-01   4.813791e-02
 7.896000e-03   1.223904e-01   2.107935e-02
 7.944000e-03   3.166023e-01   5.904506e-02
 7.992000e-03   3.690524e-01   6.714553e-02
 8.040000e-03   2.713841e-01   3.418754e-02
 8.088000e-03   2.483589e-01   3.874069e-02
 8.136000e-03   1.533771e-01   2.312607e-02
 8.184000e-03   1.664997e-01   2.399615e-02
 8.232000e-03   1.752567e-01   2.089759e-02
 8.280000e-03   1.901546e-01   2.901879e-02
 8.328000e-03   1.293015e-01   2.265835e-02
 8.376000e-03   1.509922e-01   1.668613e-02
 8.424000e-03   1.601809e-01   2.180784e-02
 8.472000e-03   1.781038e-01   2.782643e-02
 8.520000e-03   1.069591e-01   1.788268e-02
 8.568000e-03   1.655312e-01   2.435434e-02
 8.616000e-03   1.978387e-01   3.269693e-02
 8.664000e-03   1.408937e-01   2.402656e-02
 8.712000e-03   1.591184e-01   2.383894e-02
 8.760000e-03   9.277379e-02   1.474753e-02
 8.808000e-03   8.491425e-02   1.256111e-02
 8.856000e-03   1.494200e-01   1.701551e-02
 8.904000e-03   1.174897e-01   2.655510e-02
 8.952000e-03   1.182655e-01   1.926625e-02
 9.000000e-03   1.251295e-01   2.340306e-02
 9.048000e-03   8.976008e-02   1.494325e-02
 9.096000e-03   1.605861e-01   2.690902e-02
 9.144000e-03   1.445930e-01   1.681912e-02
 9.192000e-03   1.866959e-01   3.488471e-02
 9.240000e-03   5.298758e-02   1.615530e-02
 9.288000e-03   1.250854e-01   2.024272e-02
 9.336000e-03   7.113770e-02   1.325639e-02
 9.384000e-03   7.899459e-02   1.307989e-02
 9.432000e-03   1.413256e-01   2.375464e-02
 9.480000e-03   5.215988e-02   1.046169e-02
 9.528000e-03   9.220578e-02   1.368307e-02
 9.576000e-03   1.343436e-01   3.055706e-02
 9.624000e-03   6.600121e-02   8.435622e-03
 9.672000e-03   8.986157e-02   1.252914e-02
 9.720000e-03   7.802293e-02   1.799576e-02
 9.768000e-03   4.616926e-02   8.891058e-03
 9.816000e-03   7.266358e-02   1.318461e-02
 9.864000e-03   6.380349e-02   1.253578e-02
 9.912000e-03   1.047706e-01   1.556345e-02
 9.960000e-03   5.819134e-02   9.849513e-03
 1.000800e-02   5.710086e-02   9.411301e-03
 1.005600e-02   1.468894e-01   3.346780e-02
 1.010400e-02   7.461185e-02   1.836933e-02
 1.015200e-02   4.436511e-02   7.296471e-03
 1.020000e-02   4.132890e-02   7.479481e-03
 1.024800e-02   4.951501e-02   1.084659e-02
 1.029600e-02   2.173937e-02   3.830484e-03
 1.034400e-02   5.843872e-02   1.354755e-02
 1.039200e-02   3.763772e-02   8.546937e-03
 1.044000e-02   3.593152e-02   7.966111e-03
 1.048800e-02   6.150760e-02   1.071133e-02
 1.053600e-02   6.486859e-02   1.250565e-02
 1.058400e-02   6.976560e-02   1.068174e-02
 1.063200e-02   5.343361e-02   9.787443e-03
 1.068000e-02   4.517695e-02   5.954010e-03
 1.072800e-02   3.694217e-02   7.668070e-03
 1.077600e-02   4.859950e-02   1.086029e-02
 1.082400e-02   5.948525e-02   1.245028e-02
 1.087200e-02   4.887924e-02   8.913193e-03
 1.092000e-02   3.813165e-02   8.157527e-03
 1.096800e-02   4.223558e-02   7.276543e-03
 1.101600e-02   1.796969e-02   6.062870e-03
 1.106400e-02   4.495021e-02   8.019286e-03
 1.111200e-02   4.782175e-02   1.091681e-02
 1.116000e-02   4.134021e-02   5.737007e-03
 1.120800e-02   3.787561e-02   7.438830e-03
 1.125600e-02   3.538617e-02   5.827109e-03
 1.130400e-02   3.212388e-02   7.507131e-03
 1.135200e-02   2.826857e-02   5.002073e-03
 1.140000e-02   1.627557e-02   4.240916e-03
 1.144800e-02   1.865965e-02   5.237972e-03
 1.149600e-02   6.590511e-02   1.213793e-02
 1.154400e-02   4.336815e-02   7.032113e-03
 1.159200e-02   2.909282e-02   4.698306e-03
 1.164000e-02   3.033139e-02   6.716750e-03
 1.168800e-02   5.514179e-02   1.217219e-02
 1.173600e-02   4.534575e-02   8.028070e-03
 1.178400e-02   3.124928e-02   6.008996e-03
 1.183200e-02   1.809763e-02   3.650688e-03
 1.188000e-02   2.061260e-02   4.055443e-03
 1.192800e-02   3.456897e-02   6.663585e-03
 1.197600e-02   4.553334e-02   1.028341e-02
 inf   0.000000e+00   0.000000e+00
