th5_cms_cms bin centers    value    Error 
-9.480000e-03   0.000000e+00   0.000000e+00
-9.432000e-03   0.000000e+00   0.000000e+00
-9.384000e-03   0.000000e+00   0.000000e+00
-9.336000e-03   0.000000e+00   0.000000e+00
-9.288000e-03   0.000000e+00   0.000000e+00
-9.240000e-03   0.000000e+00   0.000000e+00
-9.192000e-03   0.000000e+00   0.000000e+00
-9.144000e-03   0.000000e+00   0.000000e+00
-9.096000e-03   0.000000e+00   0.000000e+00
-9.048000e-03   0.000000e+00   0.000000e+00
-9.000000e-03   0.000000e+00   0.000000e+00
-8.952000e-03   0.000000e+00   0.000000e+00
-8.904000e-03   0.000000e+00   0.000000e+00
-8.856000e-03   0.000000e+00   0.000000e+00
-8.808000e-03   0.000000e+00   0.000000e+00
-8.760000e-03   0.000000e+00   0.000000e+00
-8.712000e-03   0.000000e+00   0.000000e+00
-8.664000e-03   0.000000e+00   0.000000e+00
-8.616000e-03   0.000000e+00   0.000000e+00
-8.568000e-03   0.000000e+00   0.000000e+00
-8.520000e-03   0.000000e+00   0.000000e+00
-8.472000e-03   0.000000e+00   0.000000e+00
-8.424000e-03   0.000000e+00   0.000000e+00
-8.376000e-03   0.000000e+00   0.000000e+00
-8.328000e-03   0.000000e+00   0.000000e+00
-8.280000e-03   0.000000e+00   0.000000e+00
-8.232000e-03   0.000000e+00   0.000000e+00
-8.184000e-03   0.000000e+00   0.000000e+00
-8.136000e-03   0.000000e+00   0.000000e+00
-8.088000e-03   0.000000e+00   0.000000e+00
-8.040000e-03   0.000000e+00   0.000000e+00
-7.992000e-03   0.000000e+00   0.000000e+00
-7.944000e-03   0.000000e+00   0.000000e+00
-7.896000e-03   0.000000e+00   0.000000e+00
-7.848000e-03   0.000000e+00   0.000000e+00
-7.800000e-03   0.000000e+00   0.000000e+00
-7.752000e-03   0.000000e+00   0.000000e+00
-7.704000e-03   0.000000e+00   0.000000e+00
-7.656000e-03   0.000000e+00   0.000000e+00
-7.608000e-03   0.000000e+00   0.000000e+00
-7.560000e-03   0.000000e+00   0.000000e+00
-7.512000e-03   0.000000e+00   0.000000e+00
-7.464000e-03   0.000000e+00   0.000000e+00
-7.416000e-03   0.000000e+00   0.000000e+00
-7.368000e-03   0.000000e+00   0.000000e+00
-7.320000e-03   0.000000e+00   0.000000e+00
-7.272000e-03   0.000000e+00   0.000000e+00
-7.224000e-03   0.000000e+00   0.000000e+00
-7.176000e-03   0.000000e+00   0.000000e+00
-7.128000e-03   0.000000e+00   0.000000e+00
-7.080000e-03   0.000000e+00   0.000000e+00
-7.032000e-03   0.000000e+00   0.000000e+00
-6.984000e-03   0.000000e+00   0.000000e+00
-6.936000e-03   0.000000e+00   0.000000e+00
-6.888000e-03   0.000000e+00   0.000000e+00
-6.840000e-03   0.000000e+00   0.000000e+00
-6.792000e-03   0.000000e+00   0.000000e+00
-6.744000e-03   0.000000e+00   0.000000e+00
-6.696000e-03   0.000000e+00   0.000000e+00
-6.648000e-03   0.000000e+00   0.000000e+00
-6.600000e-03   0.000000e+00   0.000000e+00
-6.552000e-03   0.000000e+00   0.000000e+00
-6.504000e-03   0.000000e+00   0.000000e+00
-6.456000e-03   0.000000e+00   0.000000e+00
-6.408000e-03   0.000000e+00   0.000000e+00
-6.360000e-03   0.000000e+00   0.000000e+00
-6.312000e-03   0.000000e+00   0.000000e+00
-6.264000e-03   0.000000e+00   0.000000e+00
-6.216000e-03   0.000000e+00   0.000000e+00
-6.168000e-03   0.000000e+00   0.000000e+00
-6.120000e-03   0.000000e+00   0.000000e+00
-6.072000e-03   0.000000e+00   0.000000e+00
-6.024000e-03   0.000000e+00   0.000000e+00
-5.976000e-03   0.000000e+00   0.000000e+00
-5.928000e-03   0.000000e+00   0.000000e+00
-5.880000e-03   0.000000e+00   0.000000e+00
-5.832000e-03   0.000000e+00   0.000000e+00
-5.784000e-03   0.000000e+00   0.000000e+00
-5.736000e-03   0.000000e+00   0.000000e+00
-5.688000e-03   0.000000e+00   0.000000e+00
-5.640000e-03   0.000000e+00   0.000000e+00
-5.592000e-03   0.000000e+00   0.000000e+00
-5.544000e-03   0.000000e+00   0.000000e+00
-5.496000e-03   0.000000e+00   0.000000e+00
-5.448000e-03   0.000000e+00   0.000000e+00
-5.400000e-03   0.000000e+00   0.000000e+00
-5.352000e-03   0.000000e+00   0.000000e+00
-5.304000e-03   0.000000e+00   0.000000e+00
-5.256000e-03   0.000000e+00   0.000000e+00
-5.208000e-03   0.000000e+00   0.000000e+00
-5.160000e-03   0.000000e+00   0.000000e+00
-5.112000e-03   0.000000e+00   0.000000e+00
-5.064000e-03   0.000000e+00   0.000000e+00
-5.016000e-03   0.000000e+00   0.000000e+00
-4.968000e-03   0.000000e+00   0.000000e+00
-4.920000e-03   0.000000e+00   0.000000e+00
-4.872000e-03   0.000000e+00   0.000000e+00
-4.824000e-03   0.000000e+00   0.000000e+00
-4.776000e-03   0.000000e+00   0.000000e+00
-4.728000e-03   0.000000e+00   0.000000e+00
-4.680000e-03   0.000000e+00   0.000000e+00
-4.632000e-03   0.000000e+00   0.000000e+00
-4.584000e-03   0.000000e+00   0.000000e+00
-4.536000e-03   0.000000e+00   0.000000e+00
-4.488000e-03   0.000000e+00   0.000000e+00
-4.440000e-03   0.000000e+00   0.000000e+00
-4.392000e-03   0.000000e+00   0.000000e+00
-4.344000e-03   0.000000e+00   0.000000e+00
-4.296000e-03   0.000000e+00   0.000000e+00
-4.248000e-03   0.000000e+00   0.000000e+00
-4.200000e-03   0.000000e+00   0.000000e+00
-4.152000e-03   0.000000e+00   0.000000e+00
-4.104000e-03   0.000000e+00   0.000000e+00
-4.056000e-03   0.000000e+00   0.000000e+00
-4.008000e-03   0.000000e+00   0.000000e+00
-3.960000e-03   0.000000e+00   0.000000e+00
-3.912000e-03   0.000000e+00   0.000000e+00
-3.864000e-03   0.000000e+00   0.000000e+00
-3.816000e-03   0.000000e+00   0.000000e+00
-3.768000e-03   0.000000e+00   0.000000e+00
-3.720000e-03   0.000000e+00   0.000000e+00
-3.672000e-03   0.000000e+00   0.000000e+00
-3.624000e-03   0.000000e+00   0.000000e+00
-3.576000e-03   0.000000e+00   0.000000e+00
-3.528000e-03   0.000000e+00   0.000000e+00
-3.480000e-03   0.000000e+00   0.000000e+00
-3.432000e-03   0.000000e+00   0.000000e+00
-3.384000e-03   0.000000e+00   0.000000e+00
-3.336000e-03   0.000000e+00   0.000000e+00
-3.288000e-03   0.000000e+00   0.000000e+00
-3.240000e-03   0.000000e+00   0.000000e+00
-3.192000e-03   0.000000e+00   0.000000e+00
-3.144000e-03   0.000000e+00   0.000000e+00
-3.096000e-03   0.000000e+00   0.000000e+00
-3.048000e-03   0.000000e+00   0.000000e+00
-3.000000e-03   0.000000e+00   0.000000e+00
-2.952000e-03   0.000000e+00   0.000000e+00
-2.904000e-03   0.000000e+00   0.000000e+00
-2.856000e-03   0.000000e+00   0.000000e+00
-2.808000e-03   0.000000e+00   0.000000e+00
-2.760000e-03   0.000000e+00   0.000000e+00
-2.712000e-03   0.000000e+00   0.000000e+00
-2.664000e-03   0.000000e+00   0.000000e+00
-2.616000e-03   0.000000e+00   0.000000e+00
-2.568000e-03   0.000000e+00   0.000000e+00
-2.520000e-03   0.000000e+00   0.000000e+00
-2.472000e-03   0.000000e+00   0.000000e+00
-2.424000e-03   0.000000e+00   0.000000e+00
-2.376000e-03   0.000000e+00   0.000000e+00
-2.328000e-03   0.000000e+00   0.000000e+00
-2.280000e-03   0.000000e+00   0.000000e+00
-2.232000e-03   0.000000e+00   0.000000e+00
-2.184000e-03   0.000000e+00   0.000000e+00
-2.136000e-03   0.000000e+00   0.000000e+00
-2.088000e-03   0.000000e+00   0.000000e+00
-2.040000e-03   0.000000e+00   0.000000e+00
-1.992000e-03   0.000000e+00   0.000000e+00
-1.944000e-03   0.000000e+00   0.000000e+00
-1.896000e-03   0.000000e+00   0.000000e+00
-1.848000e-03   0.000000e+00   0.000000e+00
-1.800000e-03   0.000000e+00   0.000000e+00
-1.752000e-03   0.000000e+00   0.000000e+00
-1.704000e-03   0.000000e+00   0.000000e+00
-1.656000e-03   0.000000e+00   0.000000e+00
-1.608000e-03   0.000000e+00   0.000000e+00
-1.560000e-03   0.000000e+00   0.000000e+00
-1.512000e-03   0.000000e+00   0.000000e+00
-1.464000e-03   0.000000e+00   0.000000e+00
-1.416000e-03   0.000000e+00   0.000000e+00
-1.368000e-03   0.000000e+00   0.000000e+00
-1.320000e-03   0.000000e+00   0.000000e+00
-1.272000e-03   0.000000e+00   0.000000e+00
-1.224000e-03   0.000000e+00   0.000000e+00
-1.176000e-03   0.000000e+00   0.000000e+00
-1.128000e-03   0.000000e+00   0.000000e+00
-1.080000e-03   0.000000e+00   0.000000e+00
-1.032000e-03   0.000000e+00   0.000000e+00
-9.840000e-04   0.000000e+00   0.000000e+00
-9.360000e-04   0.000000e+00   0.000000e+00
-8.880000e-04   0.000000e+00   0.000000e+00
-8.400000e-04   0.000000e+00   0.000000e+00
-7.920000e-04   0.000000e+00   0.000000e+00
-7.440000e-04   0.000000e+00   0.000000e+00
-6.960000e-04   0.000000e+00   0.000000e+00
-6.480000e-04   0.000000e+00   0.000000e+00
-6.000000e-04   0.000000e+00   0.000000e+00
-5.520000e-04   0.000000e+00   0.000000e+00
-5.040000e-04   0.000000e+00   0.000000e+00
-4.560000e-04   0.000000e+00   0.000000e+00
-4.080000e-04   0.000000e+00   0.000000e+00
-3.600000e-04   0.000000e+00   0.000000e+00
-3.120000e-04   0.000000e+00   0.000000e+00
-2.640000e-04   0.000000e+00   0.000000e+00
-2.160000e-04   0.000000e+00   0.000000e+00
-1.680000e-04   0.000000e+00   0.000000e+00
-1.200000e-04   0.000000e+00   0.000000e+00
-7.200000e-05   0.000000e+00   0.000000e+00
-2.400000e-05   0.000000e+00   0.000000e+00
 2.400000e-05   0.000000e+00   0.000000e+00
 7.200000e-05   0.000000e+00   0.000000e+00
 1.200000e-04   0.000000e+00   0.000000e+00
 1.680000e-04   0.000000e+00   0.000000e+00
 2.160000e-04   0.000000e+00   0.000000e+00
 2.640000e-04   0.000000e+00   0.000000e+00
 3.120000e-04   0.000000e+00   0.000000e+00
 3.600000e-04   0.000000e+00   0.000000e+00
 4.080000e-04   3.009000e-03   3.009000e-03
 4.560000e-04   1.658534e-02   1.658534e-02
 5.040000e-04   4.966155e-02   4.966155e-02
 5.520000e-04   0.000000e+00   0.000000e+00
 6.000000e-04   4.337956e-03   4.337956e-03
 6.480000e-04   7.404851e-03   7.404851e-03
 6.960000e-04   3.607778e-02   3.607778e-02
 7.440000e-04   0.000000e+00   0.000000e+00
 7.920000e-04   0.000000e+00   0.000000e+00
 8.400000e-04   6.736517e-04   6.736517e-04
 8.880000e-04   1.790619e-02   1.532138e-02
 9.360000e-04   0.000000e+00   0.000000e+00
 9.840000e-04   3.032651e+00   3.027050e+00
 1.032000e-03   0.000000e+00   0.000000e+00
 1.080000e-03   4.701700e-03   4.701700e-03
 1.128000e-03   2.135076e-01   2.002995e-01
 1.176000e-03   0.000000e+00   0.000000e+00
 1.224000e-03   5.622919e-02   4.724052e-02
 1.272000e-03   1.220164e-02   6.995589e-03
 1.320000e-03   5.042221e-03   5.042221e-03
 1.368000e-03   4.852656e-02   4.852656e-02
 1.416000e-03   2.139432e-03   1.777867e-03
 1.464000e-03   1.988065e-01   1.988065e-01
 1.512000e-03   4.998395e-03   3.881578e-03
 1.560000e-03   3.182673e+00   3.158159e+00
 1.608000e-03   6.816706e-02   6.709269e-02
 1.656000e-03   1.345262e-02   1.085163e-02
 1.704000e-03   1.756238e-01   1.747945e-01
 1.752000e-03   6.617407e-02   5.919149e-02
 1.800000e-03   1.282197e-01   1.282197e-01
 1.848000e-03   6.057930e-04   6.057930e-04
 1.896000e-03   7.160249e-02   7.160249e-02
 1.944000e-03   6.477190e-02   5.282827e-02
 1.992000e-03   5.028275e-02   4.867712e-02
 2.040000e-03   1.188754e-01   1.188754e-01
 2.088000e-03   9.391230e-01   8.484436e-01
 2.136000e-03   2.107057e-01   1.872706e-01
 2.184000e-03   4.428261e-02   4.145272e-02
 2.232000e-03   5.812816e-01   5.551154e-01
 2.280000e-03   1.369875e-01   9.809604e-02
 2.328000e-03   3.846532e-01   2.060070e-01
 2.376000e-03   2.329820e-02   2.329820e-02
 2.424000e-03   8.179054e-01   8.179054e-01
 2.472000e-03   1.339719e-02   9.581135e-03
 2.520000e-03   2.050653e-01   1.792918e-01
 2.568000e-03   1.381800e-01   1.000691e-01
 2.616000e-03   1.619994e-01   1.031033e-01
 2.664000e-03   1.109271e-02   7.397319e-03
 2.712000e-03   1.376754e-02   1.376754e-02
 2.760000e-03   6.471573e-02   6.471573e-02
 2.808000e-03   3.636137e-01   1.853839e-01
 2.856000e-03   1.499314e-01   1.386455e-01
 2.904000e-03   5.815294e-02   5.524444e-02
 2.952000e-03   4.896841e-01   3.366035e-01
 3.000000e-03   6.479942e-02   6.479942e-02
 3.048000e-03   2.362355e-01   1.951059e-01
 3.096000e-03   3.148192e-02   3.148192e-02
 3.144000e-03   7.557835e-02   5.672548e-02
 3.192000e-03   6.818585e-02   5.304952e-02
 3.240000e-03   7.508763e-02   7.073760e-02
 3.288000e-03   1.220503e-02   1.220503e-02
 3.336000e-03   3.192363e-01   2.409391e-01
 3.384000e-03   7.403914e-02   5.680733e-02
 3.432000e-03   6.483710e-01   4.781237e-01
 3.480000e-03   6.128936e-01   4.422395e-01
 3.528000e-03   8.290858e-02   8.104818e-02
 3.576000e-03   9.842015e-02   6.789326e-02
 3.624000e-03   7.195822e-02   5.389842e-02
 3.672000e-03   6.645437e-02   3.929646e-02
 3.720000e-03   3.764859e-02   2.289131e-02
 3.768000e-03   1.124679e-01   8.794139e-02
 3.816000e-03   5.452459e-01   3.357594e-01
 3.864000e-03   9.402607e-02   5.312174e-02
 3.912000e-03   4.635877e-02   4.605504e-02
 3.960000e-03   5.296500e-01   3.654163e-01
 4.008000e-03   8.307526e-01   7.093750e-01
 4.056000e-03   5.368233e-01   3.325827e-01
 4.104000e-03   1.426688e-01   8.768549e-02
 4.152000e-03   3.703318e-01   3.612377e-01
 4.200000e-03   8.588739e-01   6.311152e-01
 4.248000e-03   9.290356e-02   9.290356e-02
 4.296000e-03   2.843155e-01   1.569312e-01
 4.344000e-03   1.234155e-01   8.560179e-02
 4.392000e-03   1.494874e-01   1.031587e-01
 4.440000e-03   3.871645e-01   3.354646e-01
 4.488000e-03   3.317695e-02   2.731887e-02
 4.536000e-03   2.810394e+00   2.210064e+00
 4.584000e-03   2.329618e-02   1.454991e-02
 4.632000e-03   1.322998e-01   9.467479e-02
 4.680000e-03   1.638358e-01   9.892694e-02
 4.728000e-03   3.103328e-02   2.907317e-02
 4.776000e-03   2.944462e-01   2.145824e-01
 4.824000e-03   5.204126e-01   3.994575e-01
 4.872000e-03   7.907129e-02   7.888659e-02
 4.920000e-03   1.476973e-01   1.074956e-01
 4.968000e-03   2.137567e-01   1.940783e-01
 5.016000e-03   1.534573e+00   1.526009e+00
 5.064000e-03   6.310289e-01   5.945552e-01
 5.112000e-03   2.218742e-02   1.354082e-02
 5.160000e-03   6.353639e-01   4.896531e-01
 5.208000e-03   1.084947e-01   1.082865e-01
 5.256000e-03   1.313663e-02   8.061999e-03
 5.304000e-03   2.276006e-02   2.166794e-02
 5.352000e-03   3.418064e-01   3.397618e-01
 5.400000e-03   2.220470e-01   1.988904e-01
 5.448000e-03   8.227507e-03   6.426742e-03
 5.496000e-03   1.596186e-01   1.034015e-01
 5.544000e-03   5.108826e-01   3.430217e-01
 5.592000e-03   1.274643e+00   9.156463e-01
 5.640000e-03   1.340557e+01   1.327307e+01
 5.688000e-03   3.450630e-01   3.406017e-01
 5.736000e-03   1.297122e-01   8.673315e-02
 5.784000e-03   7.275836e-01   4.309503e-01
 5.832000e-03   4.642495e-01   4.642495e-01
 5.880000e-03   1.247342e+00   1.048352e+00
 5.928000e-03   1.428397e-01   9.978050e-02
 5.976000e-03   7.327147e-02   4.998570e-02
 6.024000e-03   6.530573e-01   5.642482e-01
 6.072000e-03   1.195551e-02   1.168304e-02
 6.120000e-03   9.790494e-02   7.827332e-02
 6.168000e-03   2.779265e-01   2.024705e-01
 6.216000e-03   2.340402e-01   1.744395e-01
 6.264000e-03   2.394315e-01   1.642749e-01
 6.312000e-03   1.206042e-01   7.233828e-02
 6.360000e-03   1.376446e-01   1.060225e-01
 6.408000e-03   2.639899e+00   1.982665e+00
 6.456000e-03   4.620004e-02   3.432483e-02
 6.504000e-03   4.938752e-01   4.236388e-01
 6.552000e-03   1.119007e+00   9.646085e-01
 6.600000e-03   6.719600e-01   6.060582e-01
 6.648000e-03   1.986518e-02   1.722931e-02
 6.696000e-03   3.095116e-01   2.458879e-01
 6.744000e-03   1.441706e+00   1.074238e+00
 6.792000e-03   2.001407e-01   1.491045e-01
 6.840000e-03   6.949352e-02   4.009451e-02
 6.888000e-03   5.751884e-01   4.175642e-01
 6.936000e-03   2.078277e+00   1.362882e+00
 6.984000e-03   2.895148e-02   1.898760e-02
 7.032000e-03   1.115084e+00   7.563231e-01
 7.080000e-03   4.908825e-02   3.962249e-02
 7.128000e-03   9.763470e-02   9.763470e-02
 7.176000e-03   1.945072e-01   1.945072e-01
 7.224000e-03   1.973394e-01   1.944322e-01
 7.272000e-03   2.928167e+00   1.998411e+00
 7.320000e-03   1.142670e+00   1.016745e+00
 7.368000e-03   5.402067e-02   3.448707e-02
 7.416000e-03   0.000000e+00   0.000000e+00
 7.464000e-03   3.820815e-02   3.484669e-02
 7.512000e-03   1.934141e-01   1.555376e-01
 7.560000e-03   6.661649e-02   5.017614e-02
 7.608000e-03   2.435489e-01   2.367144e-01
 7.656000e-03   2.717506e-01   2.056945e-01
 7.704000e-03   6.868912e-01   4.281825e-01
 7.752000e-03   1.254169e+00   1.159008e+00
 7.800000e-03   1.843256e-01   1.193326e-01
 7.848000e-03   1.249057e+00   1.079013e+00
 7.896000e-03   4.611661e-01   3.082192e-01
 7.944000e-03   1.339128e-01   9.719109e-02
 7.992000e-03   5.145320e-02   4.405657e-02
 8.040000e-03   5.635567e-01   3.532730e-01
 8.088000e-03   2.472410e-02   2.470732e-02
 8.136000e-03   3.146999e-01   2.884005e-01
 8.184000e-03   3.348893e-01   2.950983e-01
 8.232000e-03   5.811341e-02   5.146904e-02
 8.280000e-03   1.246538e-01   9.201078e-02
 8.328000e-03   4.535728e-01   3.060961e-01
 8.376000e-03   2.096782e-01   1.791222e-01
 8.424000e-03   1.497295e-01   1.002434e-01
 8.472000e-03   8.566596e-02   8.566596e-02
 8.520000e-03   3.132718e-01   2.231056e-01
 8.568000e-03   6.046439e-01   3.351909e-01
 8.616000e-03   3.241409e-01   3.241409e-01
 8.664000e-03   3.592859e-01   3.568380e-01
 8.712000e-03   3.317386e-01   2.212942e-01
 8.760000e-03   7.810137e-02   6.650450e-02
 8.808000e-03   2.224936e-01   1.419551e-01
 8.856000e-03   0.000000e+00   0.000000e+00
 8.904000e-03   1.974890e+00   1.787859e+00
 8.952000e-03   1.434802e-01   1.274278e-01
 9.000000e-03   6.844021e-01   4.628925e-01
 9.048000e-03   3.853023e-01   3.378725e-01
 9.096000e-03   3.892792e+00   3.889418e+00
 9.144000e-03   4.183104e-02   4.183104e-02
 9.192000e-03   7.975255e-01   7.852751e-01
 9.240000e-03   7.993817e-03   7.070481e-03
 9.288000e-03   2.920034e+00   2.114390e+00
 9.336000e-03   8.627540e-01   5.204146e-01
 9.384000e-03   4.792456e-01   4.031687e-01
 9.432000e-03   1.567435e-01   1.546656e-01
 9.480000e-03   3.872635e-02   2.307709e-02
 9.528000e-03   1.015710e+00   9.632661e-01
 9.576000e-03   3.073721e-01   2.927959e-01
 9.624000e-03   3.855574e-01   2.585869e-01
 9.672000e-03   6.808604e-01   5.716850e-01
 9.720000e-03   5.786147e-02   5.258073e-02
 9.768000e-03   3.103968e-01   2.208535e-01
 9.816000e-03   2.802002e-01   2.011668e-01
 9.864000e-03   5.137883e-02   4.688372e-02
 9.912000e-03   4.174560e-01   2.379504e-01
 9.960000e-03   2.717092e-01   2.290504e-01
 1.000800e-02   1.673693e-01   9.982305e-02
 1.005600e-02   3.277795e-01   2.313490e-01
 1.010400e-02   5.961672e-02   5.133413e-02
 1.015200e-02   1.108318e+00   1.101834e+00
 1.020000e-02   5.840161e-01   5.503371e-01
 1.024800e-02   1.537150e+00   1.408863e+00
 1.029600e-02   3.441828e+00   3.079896e+00
 1.034400e-02   5.996811e+00   5.855725e+00
 1.039200e-02   6.038762e-02   4.697740e-02
 1.044000e-02   1.319848e-01   1.126393e-01
 1.048800e-02   9.761780e-01   7.327891e-01
 1.053600e-02   8.615532e-01   5.866640e-01
 1.058400e-02   1.217346e+00   1.089880e+00
 1.063200e-02   2.894903e-01   2.144917e-01
 1.068000e-02   6.411968e+00   6.343402e+00
 1.072800e-02   2.102082e-01   1.483480e-01
 1.077600e-02   1.833255e+00   1.260137e+00
 1.082400e-02   2.252637e+00   2.131386e+00
 1.087200e-02   6.301691e-01   4.363344e-01
 1.092000e-02   2.617052e-01   2.617052e-01
 1.096800e-02   1.582604e-01   1.149485e-01
 1.101600e-02   2.163169e-01   1.921782e-01
 1.106400e-02   2.439550e+00   1.554844e+00
 1.111200e-02   3.769702e-02   2.513835e-02
 1.116000e-02   6.339214e-01   5.945070e-01
 1.120800e-02   1.778885e-01   1.672727e-01
 1.125600e-02   4.710833e-02   2.486780e-02
 1.130400e-02   1.572886e+00   1.520097e+00
 1.135200e-02   1.335058e+00   1.038602e+00
 1.140000e-02   4.612569e-01   4.529598e-01
 1.144800e-02   1.662780e-01   1.152104e-01
 1.149600e-02   1.128433e+00   9.253058e-01
 1.154400e-02   6.071544e+00   5.527005e+00
 1.159200e-02   1.770477e+00   1.700430e+00
 1.164000e-02   5.923861e-01   4.503421e-01
 1.168800e-02   2.900896e-02   2.900896e-02
 1.173600e-02   1.641138e+00   1.444111e+00
 1.178400e-02   4.178095e-01   4.178095e-01
 1.183200e-02   2.372697e+00   2.266574e+00
 1.188000e-02   1.642857e+00   1.097370e+00
 1.192800e-02   2.058129e-01   1.472976e-01
 1.197600e-02   4.300327e-01   2.929144e-01
 inf   5.756387e-02   2.928825e-02
