phi5lab bin centers    value    Error 
-9.480000e-03   0.000000e+00   0.000000e+00
-9.432000e-03   0.000000e+00   0.000000e+00
-9.384000e-03   0.000000e+00   0.000000e+00
-9.336000e-03   0.000000e+00   0.000000e+00
-9.288000e-03   0.000000e+00   0.000000e+00
-9.240000e-03   0.000000e+00   0.000000e+00
-9.192000e-03   0.000000e+00   0.000000e+00
-9.144000e-03   0.000000e+00   0.000000e+00
-9.096000e-03   0.000000e+00   0.000000e+00
-9.048000e-03   0.000000e+00   0.000000e+00
-9.000000e-03   0.000000e+00   0.000000e+00
-8.952000e-03   0.000000e+00   0.000000e+00
-8.904000e-03   0.000000e+00   0.000000e+00
-8.856000e-03   0.000000e+00   0.000000e+00
-8.808000e-03   0.000000e+00   0.000000e+00
-8.760000e-03   0.000000e+00   0.000000e+00
-8.712000e-03   0.000000e+00   0.000000e+00
-8.664000e-03   0.000000e+00   0.000000e+00
-8.616000e-03   0.000000e+00   0.000000e+00
-8.568000e-03   0.000000e+00   0.000000e+00
-8.520000e-03   0.000000e+00   0.000000e+00
-8.472000e-03   0.000000e+00   0.000000e+00
-8.424000e-03   0.000000e+00   0.000000e+00
-8.376000e-03   0.000000e+00   0.000000e+00
-8.328000e-03   0.000000e+00   0.000000e+00
-8.280000e-03   0.000000e+00   0.000000e+00
-8.232000e-03   0.000000e+00   0.000000e+00
-8.184000e-03   0.000000e+00   0.000000e+00
-8.136000e-03   0.000000e+00   0.000000e+00
-8.088000e-03   0.000000e+00   0.000000e+00
-8.040000e-03   0.000000e+00   0.000000e+00
-7.992000e-03   0.000000e+00   0.000000e+00
-7.944000e-03   0.000000e+00   0.000000e+00
-7.896000e-03   0.000000e+00   0.000000e+00
-7.848000e-03   0.000000e+00   0.000000e+00
-7.800000e-03   0.000000e+00   0.000000e+00
-7.752000e-03   0.000000e+00   0.000000e+00
-7.704000e-03   0.000000e+00   0.000000e+00
-7.656000e-03   0.000000e+00   0.000000e+00
-7.608000e-03   0.000000e+00   0.000000e+00
-7.560000e-03   0.000000e+00   0.000000e+00
-7.512000e-03   0.000000e+00   0.000000e+00
-7.464000e-03   0.000000e+00   0.000000e+00
-7.416000e-03   0.000000e+00   0.000000e+00
-7.368000e-03   0.000000e+00   0.000000e+00
-7.320000e-03   0.000000e+00   0.000000e+00
-7.272000e-03   0.000000e+00   0.000000e+00
-7.224000e-03   0.000000e+00   0.000000e+00
-7.176000e-03   0.000000e+00   0.000000e+00
-7.128000e-03   0.000000e+00   0.000000e+00
-7.080000e-03   0.000000e+00   0.000000e+00
-7.032000e-03   0.000000e+00   0.000000e+00
-6.984000e-03   0.000000e+00   0.000000e+00
-6.936000e-03   0.000000e+00   0.000000e+00
-6.888000e-03   0.000000e+00   0.000000e+00
-6.840000e-03   0.000000e+00   0.000000e+00
-6.792000e-03   0.000000e+00   0.000000e+00
-6.744000e-03   0.000000e+00   0.000000e+00
-6.696000e-03   0.000000e+00   0.000000e+00
-6.648000e-03   0.000000e+00   0.000000e+00
-6.600000e-03   0.000000e+00   0.000000e+00
-6.552000e-03   0.000000e+00   0.000000e+00
-6.504000e-03   0.000000e+00   0.000000e+00
-6.456000e-03   0.000000e+00   0.000000e+00
-6.408000e-03   0.000000e+00   0.000000e+00
-6.360000e-03   0.000000e+00   0.000000e+00
-6.312000e-03   0.000000e+00   0.000000e+00
-6.264000e-03   0.000000e+00   0.000000e+00
-6.216000e-03   0.000000e+00   0.000000e+00
-6.168000e-03   0.000000e+00   0.000000e+00
-6.120000e-03   0.000000e+00   0.000000e+00
-6.072000e-03   0.000000e+00   0.000000e+00
-6.024000e-03   0.000000e+00   0.000000e+00
-5.976000e-03   0.000000e+00   0.000000e+00
-5.928000e-03   0.000000e+00   0.000000e+00
-5.880000e-03   0.000000e+00   0.000000e+00
-5.832000e-03   0.000000e+00   0.000000e+00
-5.784000e-03   0.000000e+00   0.000000e+00
-5.736000e-03   0.000000e+00   0.000000e+00
-5.688000e-03   0.000000e+00   0.000000e+00
-5.640000e-03   0.000000e+00   0.000000e+00
-5.592000e-03   0.000000e+00   0.000000e+00
-5.544000e-03   0.000000e+00   0.000000e+00
-5.496000e-03   0.000000e+00   0.000000e+00
-5.448000e-03   0.000000e+00   0.000000e+00
-5.400000e-03   0.000000e+00   0.000000e+00
-5.352000e-03   0.000000e+00   0.000000e+00
-5.304000e-03   0.000000e+00   0.000000e+00
-5.256000e-03   0.000000e+00   0.000000e+00
-5.208000e-03   0.000000e+00   0.000000e+00
-5.160000e-03   0.000000e+00   0.000000e+00
-5.112000e-03   0.000000e+00   0.000000e+00
-5.064000e-03   0.000000e+00   0.000000e+00
-5.016000e-03   0.000000e+00   0.000000e+00
-4.968000e-03   0.000000e+00   0.000000e+00
-4.920000e-03   0.000000e+00   0.000000e+00
-4.872000e-03   0.000000e+00   0.000000e+00
-4.824000e-03   0.000000e+00   0.000000e+00
-4.776000e-03   0.000000e+00   0.000000e+00
-4.728000e-03   0.000000e+00   0.000000e+00
-4.680000e-03   0.000000e+00   0.000000e+00
-4.632000e-03   0.000000e+00   0.000000e+00
-4.584000e-03   0.000000e+00   0.000000e+00
-4.536000e-03   0.000000e+00   0.000000e+00
-4.488000e-03   0.000000e+00   0.000000e+00
-4.440000e-03   0.000000e+00   0.000000e+00
-4.392000e-03   0.000000e+00   0.000000e+00
-4.344000e-03   0.000000e+00   0.000000e+00
-4.296000e-03   0.000000e+00   0.000000e+00
-4.248000e-03   0.000000e+00   0.000000e+00
-4.200000e-03   0.000000e+00   0.000000e+00
-4.152000e-03   0.000000e+00   0.000000e+00
-4.104000e-03   0.000000e+00   0.000000e+00
-4.056000e-03   0.000000e+00   0.000000e+00
-4.008000e-03   0.000000e+00   0.000000e+00
-3.960000e-03   0.000000e+00   0.000000e+00
-3.912000e-03   0.000000e+00   0.000000e+00
-3.864000e-03   0.000000e+00   0.000000e+00
-3.816000e-03   0.000000e+00   0.000000e+00
-3.768000e-03   0.000000e+00   0.000000e+00
-3.720000e-03   0.000000e+00   0.000000e+00
-3.672000e-03   0.000000e+00   0.000000e+00
-3.624000e-03   0.000000e+00   0.000000e+00
-3.576000e-03   0.000000e+00   0.000000e+00
-3.528000e-03   0.000000e+00   0.000000e+00
-3.480000e-03   0.000000e+00   0.000000e+00
-3.432000e-03   0.000000e+00   0.000000e+00
-3.384000e-03   0.000000e+00   0.000000e+00
-3.336000e-03   0.000000e+00   0.000000e+00
-3.288000e-03   0.000000e+00   0.000000e+00
-3.240000e-03   0.000000e+00   0.000000e+00
-3.192000e-03   0.000000e+00   0.000000e+00
-3.144000e-03   0.000000e+00   0.000000e+00
-3.096000e-03   0.000000e+00   0.000000e+00
-3.048000e-03   0.000000e+00   0.000000e+00
-3.000000e-03   0.000000e+00   0.000000e+00
-2.952000e-03   0.000000e+00   0.000000e+00
-2.904000e-03   0.000000e+00   0.000000e+00
-2.856000e-03   0.000000e+00   0.000000e+00
-2.808000e-03   0.000000e+00   0.000000e+00
-2.760000e-03   0.000000e+00   0.000000e+00
-2.712000e-03   0.000000e+00   0.000000e+00
-2.664000e-03   0.000000e+00   0.000000e+00
-2.616000e-03   0.000000e+00   0.000000e+00
-2.568000e-03   0.000000e+00   0.000000e+00
-2.520000e-03   0.000000e+00   0.000000e+00
-2.472000e-03   0.000000e+00   0.000000e+00
-2.424000e-03   0.000000e+00   0.000000e+00
-2.376000e-03   0.000000e+00   0.000000e+00
-2.328000e-03   0.000000e+00   0.000000e+00
-2.280000e-03   0.000000e+00   0.000000e+00
-2.232000e-03   0.000000e+00   0.000000e+00
-2.184000e-03   0.000000e+00   0.000000e+00
-2.136000e-03   0.000000e+00   0.000000e+00
-2.088000e-03   0.000000e+00   0.000000e+00
-2.040000e-03   0.000000e+00   0.000000e+00
-1.992000e-03   0.000000e+00   0.000000e+00
-1.944000e-03   0.000000e+00   0.000000e+00
-1.896000e-03   0.000000e+00   0.000000e+00
-1.848000e-03   0.000000e+00   0.000000e+00
-1.800000e-03   0.000000e+00   0.000000e+00
-1.752000e-03   0.000000e+00   0.000000e+00
-1.704000e-03   0.000000e+00   0.000000e+00
-1.656000e-03   0.000000e+00   0.000000e+00
-1.608000e-03   0.000000e+00   0.000000e+00
-1.560000e-03   0.000000e+00   0.000000e+00
-1.512000e-03   0.000000e+00   0.000000e+00
-1.464000e-03   0.000000e+00   0.000000e+00
-1.416000e-03   0.000000e+00   0.000000e+00
-1.368000e-03   0.000000e+00   0.000000e+00
-1.320000e-03   0.000000e+00   0.000000e+00
-1.272000e-03   0.000000e+00   0.000000e+00
-1.224000e-03   0.000000e+00   0.000000e+00
-1.176000e-03   0.000000e+00   0.000000e+00
-1.128000e-03   0.000000e+00   0.000000e+00
-1.080000e-03   0.000000e+00   0.000000e+00
-1.032000e-03   0.000000e+00   0.000000e+00
-9.840000e-04   0.000000e+00   0.000000e+00
-9.360000e-04   0.000000e+00   0.000000e+00
-8.880000e-04   0.000000e+00   0.000000e+00
-8.400000e-04   0.000000e+00   0.000000e+00
-7.920000e-04   0.000000e+00   0.000000e+00
-7.440000e-04   0.000000e+00   0.000000e+00
-6.960000e-04   0.000000e+00   0.000000e+00
-6.480000e-04   0.000000e+00   0.000000e+00
-6.000000e-04   0.000000e+00   0.000000e+00
-5.520000e-04   0.000000e+00   0.000000e+00
-5.040000e-04   0.000000e+00   0.000000e+00
-4.560000e-04   0.000000e+00   0.000000e+00
-4.080000e-04   0.000000e+00   0.000000e+00
-3.600000e-04   0.000000e+00   0.000000e+00
-3.120000e-04   0.000000e+00   0.000000e+00
-2.640000e-04   0.000000e+00   0.000000e+00
-2.160000e-04   0.000000e+00   0.000000e+00
-1.680000e-04   0.000000e+00   0.000000e+00
-1.200000e-04   0.000000e+00   0.000000e+00
-7.200000e-05   0.000000e+00   0.000000e+00
-2.400000e-05   8.719559e+04   1.438683e+04
 2.400000e-05   0.000000e+00   0.000000e+00
 7.200000e-05   0.000000e+00   0.000000e+00
 1.200000e-04   0.000000e+00   0.000000e+00
 1.680000e-04   0.000000e+00   0.000000e+00
 2.160000e-04   0.000000e+00   0.000000e+00
 2.640000e-04   0.000000e+00   0.000000e+00
 3.120000e-04   0.000000e+00   0.000000e+00
 3.600000e-04   0.000000e+00   0.000000e+00
 4.080000e-04   0.000000e+00   0.000000e+00
 4.560000e-04   0.000000e+00   0.000000e+00
 5.040000e-04   0.000000e+00   0.000000e+00
 5.520000e-04   0.000000e+00   0.000000e+00
 6.000000e-04   0.000000e+00   0.000000e+00
 6.480000e-04   0.000000e+00   0.000000e+00
 6.960000e-04   0.000000e+00   0.000000e+00
 7.440000e-04   0.000000e+00   0.000000e+00
 7.920000e-04   0.000000e+00   0.000000e+00
 8.400000e-04   0.000000e+00   0.000000e+00
 8.880000e-04   0.000000e+00   0.000000e+00
 9.360000e-04   0.000000e+00   0.000000e+00
 9.840000e-04   0.000000e+00   0.000000e+00
 1.032000e-03   0.000000e+00   0.000000e+00
 1.080000e-03   0.000000e+00   0.000000e+00
 1.128000e-03   0.000000e+00   0.000000e+00
 1.176000e-03   0.000000e+00   0.000000e+00
 1.224000e-03   0.000000e+00   0.000000e+00
 1.272000e-03   0.000000e+00   0.000000e+00
 1.320000e-03   0.000000e+00   0.000000e+00
 1.368000e-03   0.000000e+00   0.000000e+00
 1.416000e-03   0.000000e+00   0.000000e+00
 1.464000e-03   0.000000e+00   0.000000e+00
 1.512000e-03   0.000000e+00   0.000000e+00
 1.560000e-03   0.000000e+00   0.000000e+00
 1.608000e-03   0.000000e+00   0.000000e+00
 1.656000e-03   0.000000e+00   0.000000e+00
 1.704000e-03   0.000000e+00   0.000000e+00
 1.752000e-03   0.000000e+00   0.000000e+00
 1.800000e-03   0.000000e+00   0.000000e+00
 1.848000e-03   0.000000e+00   0.000000e+00
 1.896000e-03   0.000000e+00   0.000000e+00
 1.944000e-03   0.000000e+00   0.000000e+00
 1.992000e-03   0.000000e+00   0.000000e+00
 2.040000e-03   0.000000e+00   0.000000e+00
 2.088000e-03   0.000000e+00   0.000000e+00
 2.136000e-03   0.000000e+00   0.000000e+00
 2.184000e-03   0.000000e+00   0.000000e+00
 2.232000e-03   0.000000e+00   0.000000e+00
 2.280000e-03   0.000000e+00   0.000000e+00
 2.328000e-03   0.000000e+00   0.000000e+00
 2.376000e-03   0.000000e+00   0.000000e+00
 2.424000e-03   0.000000e+00   0.000000e+00
 2.472000e-03   0.000000e+00   0.000000e+00
 2.520000e-03   0.000000e+00   0.000000e+00
 2.568000e-03   0.000000e+00   0.000000e+00
 2.616000e-03   0.000000e+00   0.000000e+00
 2.664000e-03   0.000000e+00   0.000000e+00
 2.712000e-03   0.000000e+00   0.000000e+00
 2.760000e-03   0.000000e+00   0.000000e+00
 2.808000e-03   0.000000e+00   0.000000e+00
 2.856000e-03   0.000000e+00   0.000000e+00
 2.904000e-03   0.000000e+00   0.000000e+00
 2.952000e-03   0.000000e+00   0.000000e+00
 3.000000e-03   0.000000e+00   0.000000e+00
 3.048000e-03   0.000000e+00   0.000000e+00
 3.096000e-03   0.000000e+00   0.000000e+00
 3.144000e-03   0.000000e+00   0.000000e+00
 3.192000e-03   0.000000e+00   0.000000e+00
 3.240000e-03   0.000000e+00   0.000000e+00
 3.288000e-03   0.000000e+00   0.000000e+00
 3.336000e-03   0.000000e+00   0.000000e+00
 3.384000e-03   0.000000e+00   0.000000e+00
 3.432000e-03   0.000000e+00   0.000000e+00
 3.480000e-03   0.000000e+00   0.000000e+00
 3.528000e-03   0.000000e+00   0.000000e+00
 3.576000e-03   0.000000e+00   0.000000e+00
 3.624000e-03   0.000000e+00   0.000000e+00
 3.672000e-03   0.000000e+00   0.000000e+00
 3.720000e-03   0.000000e+00   0.000000e+00
 3.768000e-03   0.000000e+00   0.000000e+00
 3.816000e-03   0.000000e+00   0.000000e+00
 3.864000e-03   0.000000e+00   0.000000e+00
 3.912000e-03   0.000000e+00   0.000000e+00
 3.960000e-03   0.000000e+00   0.000000e+00
 4.008000e-03   0.000000e+00   0.000000e+00
 4.056000e-03   0.000000e+00   0.000000e+00
 4.104000e-03   0.000000e+00   0.000000e+00
 4.152000e-03   0.000000e+00   0.000000e+00
 4.200000e-03   0.000000e+00   0.000000e+00
 4.248000e-03   0.000000e+00   0.000000e+00
 4.296000e-03   0.000000e+00   0.000000e+00
 4.344000e-03   0.000000e+00   0.000000e+00
 4.392000e-03   0.000000e+00   0.000000e+00
 4.440000e-03   0.000000e+00   0.000000e+00
 4.488000e-03   0.000000e+00   0.000000e+00
 4.536000e-03   0.000000e+00   0.000000e+00
 4.584000e-03   0.000000e+00   0.000000e+00
 4.632000e-03   0.000000e+00   0.000000e+00
 4.680000e-03   0.000000e+00   0.000000e+00
 4.728000e-03   0.000000e+00   0.000000e+00
 4.776000e-03   0.000000e+00   0.000000e+00
 4.824000e-03   0.000000e+00   0.000000e+00
 4.872000e-03   0.000000e+00   0.000000e+00
 4.920000e-03   0.000000e+00   0.000000e+00
 4.968000e-03   0.000000e+00   0.000000e+00
 5.016000e-03   0.000000e+00   0.000000e+00
 5.064000e-03   0.000000e+00   0.000000e+00
 5.112000e-03   0.000000e+00   0.000000e+00
 5.160000e-03   0.000000e+00   0.000000e+00
 5.208000e-03   0.000000e+00   0.000000e+00
 5.256000e-03   0.000000e+00   0.000000e+00
 5.304000e-03   0.000000e+00   0.000000e+00
 5.352000e-03   0.000000e+00   0.000000e+00
 5.400000e-03   0.000000e+00   0.000000e+00
 5.448000e-03   0.000000e+00   0.000000e+00
 5.496000e-03   0.000000e+00   0.000000e+00
 5.544000e-03   0.000000e+00   0.000000e+00
 5.592000e-03   0.000000e+00   0.000000e+00
 5.640000e-03   0.000000e+00   0.000000e+00
 5.688000e-03   0.000000e+00   0.000000e+00
 5.736000e-03   0.000000e+00   0.000000e+00
 5.784000e-03   0.000000e+00   0.000000e+00
 5.832000e-03   0.000000e+00   0.000000e+00
 5.880000e-03   0.000000e+00   0.000000e+00
 5.928000e-03   0.000000e+00   0.000000e+00
 5.976000e-03   0.000000e+00   0.000000e+00
 6.024000e-03   0.000000e+00   0.000000e+00
 6.072000e-03   0.000000e+00   0.000000e+00
 6.120000e-03   0.000000e+00   0.000000e+00
 6.168000e-03   0.000000e+00   0.000000e+00
 6.216000e-03   0.000000e+00   0.000000e+00
 6.264000e-03   0.000000e+00   0.000000e+00
 6.312000e-03   0.000000e+00   0.000000e+00
 6.360000e-03   0.000000e+00   0.000000e+00
 6.408000e-03   0.000000e+00   0.000000e+00
 6.456000e-03   0.000000e+00   0.000000e+00
 6.504000e-03   0.000000e+00   0.000000e+00
 6.552000e-03   0.000000e+00   0.000000e+00
 6.600000e-03   0.000000e+00   0.000000e+00
 6.648000e-03   0.000000e+00   0.000000e+00
 6.696000e-03   0.000000e+00   0.000000e+00
 6.744000e-03   0.000000e+00   0.000000e+00
 6.792000e-03   0.000000e+00   0.000000e+00
 6.840000e-03   0.000000e+00   0.000000e+00
 6.888000e-03   0.000000e+00   0.000000e+00
 6.936000e-03   0.000000e+00   0.000000e+00
 6.984000e-03   0.000000e+00   0.000000e+00
 7.032000e-03   0.000000e+00   0.000000e+00
 7.080000e-03   0.000000e+00   0.000000e+00
 7.128000e-03   0.000000e+00   0.000000e+00
 7.176000e-03   0.000000e+00   0.000000e+00
 7.224000e-03   0.000000e+00   0.000000e+00
 7.272000e-03   0.000000e+00   0.000000e+00
 7.320000e-03   0.000000e+00   0.000000e+00
 7.368000e-03   0.000000e+00   0.000000e+00
 7.416000e-03   0.000000e+00   0.000000e+00
 7.464000e-03   0.000000e+00   0.000000e+00
 7.512000e-03   0.000000e+00   0.000000e+00
 7.560000e-03   0.000000e+00   0.000000e+00
 7.608000e-03   0.000000e+00   0.000000e+00
 7.656000e-03   0.000000e+00   0.000000e+00
 7.704000e-03   0.000000e+00   0.000000e+00
 7.752000e-03   0.000000e+00   0.000000e+00
 7.800000e-03   0.000000e+00   0.000000e+00
 7.848000e-03   0.000000e+00   0.000000e+00
 7.896000e-03   0.000000e+00   0.000000e+00
 7.944000e-03   0.000000e+00   0.000000e+00
 7.992000e-03   0.000000e+00   0.000000e+00
 8.040000e-03   0.000000e+00   0.000000e+00
 8.088000e-03   0.000000e+00   0.000000e+00
 8.136000e-03   0.000000e+00   0.000000e+00
 8.184000e-03   0.000000e+00   0.000000e+00
 8.232000e-03   0.000000e+00   0.000000e+00
 8.280000e-03   0.000000e+00   0.000000e+00
 8.328000e-03   0.000000e+00   0.000000e+00
 8.376000e-03   0.000000e+00   0.000000e+00
 8.424000e-03   0.000000e+00   0.000000e+00
 8.472000e-03   0.000000e+00   0.000000e+00
 8.520000e-03   0.000000e+00   0.000000e+00
 8.568000e-03   0.000000e+00   0.000000e+00
 8.616000e-03   0.000000e+00   0.000000e+00
 8.664000e-03   0.000000e+00   0.000000e+00
 8.712000e-03   0.000000e+00   0.000000e+00
 8.760000e-03   0.000000e+00   0.000000e+00
 8.808000e-03   0.000000e+00   0.000000e+00
 8.856000e-03   0.000000e+00   0.000000e+00
 8.904000e-03   0.000000e+00   0.000000e+00
 8.952000e-03   0.000000e+00   0.000000e+00
 9.000000e-03   0.000000e+00   0.000000e+00
 9.048000e-03   0.000000e+00   0.000000e+00
 9.096000e-03   0.000000e+00   0.000000e+00
 9.144000e-03   0.000000e+00   0.000000e+00
 9.192000e-03   0.000000e+00   0.000000e+00
 9.240000e-03   0.000000e+00   0.000000e+00
 9.288000e-03   0.000000e+00   0.000000e+00
 9.336000e-03   0.000000e+00   0.000000e+00
 9.384000e-03   0.000000e+00   0.000000e+00
 9.432000e-03   0.000000e+00   0.000000e+00
 9.480000e-03   0.000000e+00   0.000000e+00
 9.528000e-03   0.000000e+00   0.000000e+00
 9.576000e-03   0.000000e+00   0.000000e+00
 9.624000e-03   0.000000e+00   0.000000e+00
 9.672000e-03   0.000000e+00   0.000000e+00
 9.720000e-03   0.000000e+00   0.000000e+00
 9.768000e-03   0.000000e+00   0.000000e+00
 9.816000e-03   0.000000e+00   0.000000e+00
 9.864000e-03   0.000000e+00   0.000000e+00
 9.912000e-03   0.000000e+00   0.000000e+00
 9.960000e-03   0.000000e+00   0.000000e+00
 1.000800e-02   0.000000e+00   0.000000e+00
 1.005600e-02   0.000000e+00   0.000000e+00
 1.010400e-02   0.000000e+00   0.000000e+00
 1.015200e-02   0.000000e+00   0.000000e+00
 1.020000e-02   0.000000e+00   0.000000e+00
 1.024800e-02   0.000000e+00   0.000000e+00
 1.029600e-02   0.000000e+00   0.000000e+00
 1.034400e-02   0.000000e+00   0.000000e+00
 1.039200e-02   0.000000e+00   0.000000e+00
 1.044000e-02   0.000000e+00   0.000000e+00
 1.048800e-02   0.000000e+00   0.000000e+00
 1.053600e-02   0.000000e+00   0.000000e+00
 1.058400e-02   0.000000e+00   0.000000e+00
 1.063200e-02   0.000000e+00   0.000000e+00
 1.068000e-02   0.000000e+00   0.000000e+00
 1.072800e-02   0.000000e+00   0.000000e+00
 1.077600e-02   0.000000e+00   0.000000e+00
 1.082400e-02   0.000000e+00   0.000000e+00
 1.087200e-02   0.000000e+00   0.000000e+00
 1.092000e-02   0.000000e+00   0.000000e+00
 1.096800e-02   0.000000e+00   0.000000e+00
 1.101600e-02   0.000000e+00   0.000000e+00
 1.106400e-02   0.000000e+00   0.000000e+00
 1.111200e-02   0.000000e+00   0.000000e+00
 1.116000e-02   0.000000e+00   0.000000e+00
 1.120800e-02   0.000000e+00   0.000000e+00
 1.125600e-02   0.000000e+00   0.000000e+00
 1.130400e-02   0.000000e+00   0.000000e+00
 1.135200e-02   0.000000e+00   0.000000e+00
 1.140000e-02   0.000000e+00   0.000000e+00
 1.144800e-02   0.000000e+00   0.000000e+00
 1.149600e-02   0.000000e+00   0.000000e+00
 1.154400e-02   0.000000e+00   0.000000e+00
 1.159200e-02   0.000000e+00   0.000000e+00
 1.164000e-02   0.000000e+00   0.000000e+00
 1.168800e-02   0.000000e+00   0.000000e+00
 1.173600e-02   0.000000e+00   0.000000e+00
 1.178400e-02   0.000000e+00   0.000000e+00
 1.183200e-02   0.000000e+00   0.000000e+00
 1.188000e-02   0.000000e+00   0.000000e+00
 1.192800e-02   0.000000e+00   0.000000e+00
 1.197600e-02   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
