th5_cms_cms bin centers    value    Error 
-9.480000e-03   0.000000e+00   0.000000e+00
-9.432000e-03   0.000000e+00   0.000000e+00
-9.384000e-03   0.000000e+00   0.000000e+00
-9.336000e-03   0.000000e+00   0.000000e+00
-9.288000e-03   0.000000e+00   0.000000e+00
-9.240000e-03   0.000000e+00   0.000000e+00
-9.192000e-03   0.000000e+00   0.000000e+00
-9.144000e-03   0.000000e+00   0.000000e+00
-9.096000e-03   0.000000e+00   0.000000e+00
-9.048000e-03   0.000000e+00   0.000000e+00
-9.000000e-03   0.000000e+00   0.000000e+00
-8.952000e-03   0.000000e+00   0.000000e+00
-8.904000e-03   0.000000e+00   0.000000e+00
-8.856000e-03   0.000000e+00   0.000000e+00
-8.808000e-03   0.000000e+00   0.000000e+00
-8.760000e-03   0.000000e+00   0.000000e+00
-8.712000e-03   0.000000e+00   0.000000e+00
-8.664000e-03   0.000000e+00   0.000000e+00
-8.616000e-03   0.000000e+00   0.000000e+00
-8.568000e-03   0.000000e+00   0.000000e+00
-8.520000e-03   0.000000e+00   0.000000e+00
-8.472000e-03   0.000000e+00   0.000000e+00
-8.424000e-03   0.000000e+00   0.000000e+00
-8.376000e-03   0.000000e+00   0.000000e+00
-8.328000e-03   0.000000e+00   0.000000e+00
-8.280000e-03   0.000000e+00   0.000000e+00
-8.232000e-03   0.000000e+00   0.000000e+00
-8.184000e-03   0.000000e+00   0.000000e+00
-8.136000e-03   0.000000e+00   0.000000e+00
-8.088000e-03   0.000000e+00   0.000000e+00
-8.040000e-03   0.000000e+00   0.000000e+00
-7.992000e-03   0.000000e+00   0.000000e+00
-7.944000e-03   0.000000e+00   0.000000e+00
-7.896000e-03   0.000000e+00   0.000000e+00
-7.848000e-03   0.000000e+00   0.000000e+00
-7.800000e-03   0.000000e+00   0.000000e+00
-7.752000e-03   0.000000e+00   0.000000e+00
-7.704000e-03   0.000000e+00   0.000000e+00
-7.656000e-03   0.000000e+00   0.000000e+00
-7.608000e-03   0.000000e+00   0.000000e+00
-7.560000e-03   0.000000e+00   0.000000e+00
-7.512000e-03   0.000000e+00   0.000000e+00
-7.464000e-03   0.000000e+00   0.000000e+00
-7.416000e-03   0.000000e+00   0.000000e+00
-7.368000e-03   0.000000e+00   0.000000e+00
-7.320000e-03   0.000000e+00   0.000000e+00
-7.272000e-03   0.000000e+00   0.000000e+00
-7.224000e-03   0.000000e+00   0.000000e+00
-7.176000e-03   0.000000e+00   0.000000e+00
-7.128000e-03   0.000000e+00   0.000000e+00
-7.080000e-03   0.000000e+00   0.000000e+00
-7.032000e-03   0.000000e+00   0.000000e+00
-6.984000e-03   0.000000e+00   0.000000e+00
-6.936000e-03   0.000000e+00   0.000000e+00
-6.888000e-03   0.000000e+00   0.000000e+00
-6.840000e-03   0.000000e+00   0.000000e+00
-6.792000e-03   0.000000e+00   0.000000e+00
-6.744000e-03   0.000000e+00   0.000000e+00
-6.696000e-03   0.000000e+00   0.000000e+00
-6.648000e-03   0.000000e+00   0.000000e+00
-6.600000e-03   0.000000e+00   0.000000e+00
-6.552000e-03   0.000000e+00   0.000000e+00
-6.504000e-03   0.000000e+00   0.000000e+00
-6.456000e-03   0.000000e+00   0.000000e+00
-6.408000e-03   0.000000e+00   0.000000e+00
-6.360000e-03   0.000000e+00   0.000000e+00
-6.312000e-03   0.000000e+00   0.000000e+00
-6.264000e-03   0.000000e+00   0.000000e+00
-6.216000e-03   0.000000e+00   0.000000e+00
-6.168000e-03   0.000000e+00   0.000000e+00
-6.120000e-03   0.000000e+00   0.000000e+00
-6.072000e-03   0.000000e+00   0.000000e+00
-6.024000e-03   0.000000e+00   0.000000e+00
-5.976000e-03   0.000000e+00   0.000000e+00
-5.928000e-03   0.000000e+00   0.000000e+00
-5.880000e-03   0.000000e+00   0.000000e+00
-5.832000e-03   0.000000e+00   0.000000e+00
-5.784000e-03   0.000000e+00   0.000000e+00
-5.736000e-03   0.000000e+00   0.000000e+00
-5.688000e-03   0.000000e+00   0.000000e+00
-5.640000e-03   0.000000e+00   0.000000e+00
-5.592000e-03   0.000000e+00   0.000000e+00
-5.544000e-03   0.000000e+00   0.000000e+00
-5.496000e-03   0.000000e+00   0.000000e+00
-5.448000e-03   0.000000e+00   0.000000e+00
-5.400000e-03   0.000000e+00   0.000000e+00
-5.352000e-03   0.000000e+00   0.000000e+00
-5.304000e-03   0.000000e+00   0.000000e+00
-5.256000e-03   0.000000e+00   0.000000e+00
-5.208000e-03   0.000000e+00   0.000000e+00
-5.160000e-03   0.000000e+00   0.000000e+00
-5.112000e-03   0.000000e+00   0.000000e+00
-5.064000e-03   0.000000e+00   0.000000e+00
-5.016000e-03   0.000000e+00   0.000000e+00
-4.968000e-03   0.000000e+00   0.000000e+00
-4.920000e-03   0.000000e+00   0.000000e+00
-4.872000e-03   0.000000e+00   0.000000e+00
-4.824000e-03   0.000000e+00   0.000000e+00
-4.776000e-03   0.000000e+00   0.000000e+00
-4.728000e-03   0.000000e+00   0.000000e+00
-4.680000e-03   0.000000e+00   0.000000e+00
-4.632000e-03   0.000000e+00   0.000000e+00
-4.584000e-03   0.000000e+00   0.000000e+00
-4.536000e-03   0.000000e+00   0.000000e+00
-4.488000e-03   0.000000e+00   0.000000e+00
-4.440000e-03   0.000000e+00   0.000000e+00
-4.392000e-03   0.000000e+00   0.000000e+00
-4.344000e-03   0.000000e+00   0.000000e+00
-4.296000e-03   0.000000e+00   0.000000e+00
-4.248000e-03   0.000000e+00   0.000000e+00
-4.200000e-03   0.000000e+00   0.000000e+00
-4.152000e-03   0.000000e+00   0.000000e+00
-4.104000e-03   0.000000e+00   0.000000e+00
-4.056000e-03   0.000000e+00   0.000000e+00
-4.008000e-03   0.000000e+00   0.000000e+00
-3.960000e-03   0.000000e+00   0.000000e+00
-3.912000e-03   0.000000e+00   0.000000e+00
-3.864000e-03   0.000000e+00   0.000000e+00
-3.816000e-03   0.000000e+00   0.000000e+00
-3.768000e-03   0.000000e+00   0.000000e+00
-3.720000e-03   0.000000e+00   0.000000e+00
-3.672000e-03   0.000000e+00   0.000000e+00
-3.624000e-03   0.000000e+00   0.000000e+00
-3.576000e-03   0.000000e+00   0.000000e+00
-3.528000e-03   0.000000e+00   0.000000e+00
-3.480000e-03   0.000000e+00   0.000000e+00
-3.432000e-03   0.000000e+00   0.000000e+00
-3.384000e-03   0.000000e+00   0.000000e+00
-3.336000e-03   0.000000e+00   0.000000e+00
-3.288000e-03   0.000000e+00   0.000000e+00
-3.240000e-03   0.000000e+00   0.000000e+00
-3.192000e-03   0.000000e+00   0.000000e+00
-3.144000e-03   0.000000e+00   0.000000e+00
-3.096000e-03   0.000000e+00   0.000000e+00
-3.048000e-03   0.000000e+00   0.000000e+00
-3.000000e-03   0.000000e+00   0.000000e+00
-2.952000e-03   0.000000e+00   0.000000e+00
-2.904000e-03   0.000000e+00   0.000000e+00
-2.856000e-03   0.000000e+00   0.000000e+00
-2.808000e-03   0.000000e+00   0.000000e+00
-2.760000e-03   0.000000e+00   0.000000e+00
-2.712000e-03   0.000000e+00   0.000000e+00
-2.664000e-03   0.000000e+00   0.000000e+00
-2.616000e-03   0.000000e+00   0.000000e+00
-2.568000e-03   0.000000e+00   0.000000e+00
-2.520000e-03   0.000000e+00   0.000000e+00
-2.472000e-03   0.000000e+00   0.000000e+00
-2.424000e-03   0.000000e+00   0.000000e+00
-2.376000e-03   0.000000e+00   0.000000e+00
-2.328000e-03   0.000000e+00   0.000000e+00
-2.280000e-03   0.000000e+00   0.000000e+00
-2.232000e-03   0.000000e+00   0.000000e+00
-2.184000e-03   0.000000e+00   0.000000e+00
-2.136000e-03   0.000000e+00   0.000000e+00
-2.088000e-03   0.000000e+00   0.000000e+00
-2.040000e-03   0.000000e+00   0.000000e+00
-1.992000e-03   0.000000e+00   0.000000e+00
-1.944000e-03   0.000000e+00   0.000000e+00
-1.896000e-03   0.000000e+00   0.000000e+00
-1.848000e-03   0.000000e+00   0.000000e+00
-1.800000e-03   0.000000e+00   0.000000e+00
-1.752000e-03   0.000000e+00   0.000000e+00
-1.704000e-03   0.000000e+00   0.000000e+00
-1.656000e-03   0.000000e+00   0.000000e+00
-1.608000e-03   0.000000e+00   0.000000e+00
-1.560000e-03   0.000000e+00   0.000000e+00
-1.512000e-03   0.000000e+00   0.000000e+00
-1.464000e-03   0.000000e+00   0.000000e+00
-1.416000e-03   0.000000e+00   0.000000e+00
-1.368000e-03   0.000000e+00   0.000000e+00
-1.320000e-03   0.000000e+00   0.000000e+00
-1.272000e-03   0.000000e+00   0.000000e+00
-1.224000e-03   0.000000e+00   0.000000e+00
-1.176000e-03   0.000000e+00   0.000000e+00
-1.128000e-03   0.000000e+00   0.000000e+00
-1.080000e-03   0.000000e+00   0.000000e+00
-1.032000e-03   0.000000e+00   0.000000e+00
-9.840000e-04   0.000000e+00   0.000000e+00
-9.360000e-04   0.000000e+00   0.000000e+00
-8.880000e-04   0.000000e+00   0.000000e+00
-8.400000e-04   0.000000e+00   0.000000e+00
-7.920000e-04   0.000000e+00   0.000000e+00
-7.440000e-04   0.000000e+00   0.000000e+00
-6.960000e-04   0.000000e+00   0.000000e+00
-6.480000e-04   0.000000e+00   0.000000e+00
-6.000000e-04   0.000000e+00   0.000000e+00
-5.520000e-04   0.000000e+00   0.000000e+00
-5.040000e-04   0.000000e+00   0.000000e+00
-4.560000e-04   0.000000e+00   0.000000e+00
-4.080000e-04   0.000000e+00   0.000000e+00
-3.600000e-04   0.000000e+00   0.000000e+00
-3.120000e-04   0.000000e+00   0.000000e+00
-2.640000e-04   0.000000e+00   0.000000e+00
-2.160000e-04   0.000000e+00   0.000000e+00
-1.680000e-04   0.000000e+00   0.000000e+00
-1.200000e-04   0.000000e+00   0.000000e+00
-7.200000e-05   0.000000e+00   0.000000e+00
-2.400000e-05   0.000000e+00   0.000000e+00
 2.400000e-05   0.000000e+00   0.000000e+00
 7.200000e-05   1.310559e-03   9.749148e-04
 1.200000e-04   0.000000e+00   0.000000e+00
 1.680000e-04   2.125162e-02   2.125162e-02
 2.160000e-04   3.896197e-02   3.829115e-02
 2.640000e-04   1.256080e-01   1.256080e-01
 3.120000e-04   1.073338e-02   1.073338e-02
 3.600000e-04   1.790874e-02   1.645396e-02
 4.080000e-04   2.812627e-02   1.434610e-02
 4.560000e-04   1.343301e-01   1.300158e-01
 5.040000e-04   3.993085e-02   3.482120e-02
 5.520000e-04   5.088160e-02   3.461935e-02
 6.000000e-04   4.483378e-03   3.367689e-03
 6.480000e-04   2.332967e-03   2.332967e-03
 6.960000e-04   1.025789e-01   7.487896e-02
 7.440000e-04   1.779968e-01   1.132177e-01
 7.920000e-04   7.453811e-02   3.889836e-02
 8.400000e-04   4.334779e-01   2.276073e-01
 8.880000e-04   4.854895e-02   3.647846e-02
 9.360000e-04   1.876112e-01   1.251713e-01
 9.840000e-04   1.184839e-02   9.647728e-03
 1.032000e-03   6.822660e-02   4.449023e-02
 1.080000e-03   4.590740e-01   3.568559e-01
 1.128000e-03   7.236324e-02   5.538026e-02
 1.176000e-03   3.017547e-03   2.876885e-03
 1.224000e-03   6.375849e-02   4.035897e-02
 1.272000e-03   1.310497e-01   9.242559e-02
 1.320000e-03   2.241583e-01   1.531014e-01
 1.368000e-03   3.302385e-02   2.288336e-02
 1.416000e-03   3.121843e-02   2.595814e-02
 1.464000e-03   6.857850e-01   6.289715e-01
 1.512000e-03   5.991203e-01   5.751533e-01
 1.560000e-03   1.906458e-01   1.666457e-01
 1.608000e-03   1.583104e-02   1.211844e-02
 1.656000e-03   5.165841e-01   3.383616e-01
 1.704000e-03   6.150014e-02   3.244166e-02
 1.752000e-03   5.036332e-01   2.704499e-01
 1.800000e-03   1.034129e-01   7.057827e-02
 1.848000e-03   8.181005e-02   4.392585e-02
 1.896000e-03   1.792596e-01   1.188694e-01
 1.944000e-03   3.767421e-01   2.113593e-01
 1.992000e-03   1.616086e+00   1.457824e+00
 2.040000e-03   1.272060e-01   9.468285e-02
 2.088000e-03   1.382364e-01   7.799996e-02
 2.136000e-03   4.208006e-01   2.696036e-01
 2.184000e-03   6.448832e-01   3.192484e-01
 2.232000e-03   6.580413e-01   3.186325e-01
 2.280000e-03   2.907805e-01   1.433290e-01
 2.328000e-03   2.602077e-01   1.476608e-01
 2.376000e-03   2.067538e-01   9.904957e-02
 2.424000e-03   5.813688e-01   3.325252e-01
 2.472000e-03   5.418412e-01   4.740671e-01
 2.520000e-03   4.380363e-01   2.160223e-01
 2.568000e-03   3.094884e-01   1.607180e-01
 2.616000e-03   2.845475e-01   1.231535e-01
 2.664000e-03   3.146072e-01   1.691821e-01
 2.712000e-03   2.987391e-01   1.526800e-01
 2.760000e-03   4.073421e-01   2.234918e-01
 2.808000e-03   4.179745e-01   2.162555e-01
 2.856000e-03   1.800670e-01   9.870014e-02
 2.904000e-03   2.864530e-01   1.604038e-01
 2.952000e-03   5.612544e-01   2.499541e-01
 3.000000e-03   3.636121e-01   2.137404e-01
 3.048000e-03   6.171236e-01   3.591214e-01
 3.096000e-03   2.692319e-01   1.392688e-01
 3.144000e-03   5.348317e-01   2.890701e-01
 3.192000e-03   1.396739e+00   1.163869e+00
 3.240000e-03   6.279630e-01   3.101634e-01
 3.288000e-03   3.126338e-01   1.629078e-01
 3.336000e-03   1.038600e+00   5.802358e-01
 3.384000e-03   1.036675e+00   5.022322e-01
 3.432000e-03   7.520006e-01   3.919361e-01
 3.480000e-03   1.663654e+00   1.045309e+00
 3.528000e-03   3.787005e-01   1.842912e-01
 3.576000e-03   4.494736e-01   2.036815e-01
 3.624000e-03   6.795674e-01   3.602139e-01
 3.672000e-03   4.119373e-01   2.362932e-01
 3.720000e-03   1.475289e+00   1.098538e+00
 3.768000e-03   9.772314e-01   4.269617e-01
 3.816000e-03   4.286403e-01   2.748049e-01
 3.864000e-03   7.706005e-01   4.108023e-01
 3.912000e-03   1.239572e+00   7.535498e-01
 3.960000e-03   6.083363e-01   3.681685e-01
 4.008000e-03   7.632478e-01   3.968809e-01
 4.056000e-03   8.302169e-01   5.285439e-01
 4.104000e-03   8.736114e-01   4.576919e-01
 4.152000e-03   1.938607e+00   1.204864e+00
 4.200000e-03   1.875184e+00   8.871658e-01
 4.248000e-03   3.599904e-01   2.449718e-01
 4.296000e-03   3.951726e+01   3.886954e+01
 4.344000e-03   9.013464e-01   3.916176e-01
 4.392000e-03   5.771764e-01   3.012227e-01
 4.440000e-03   3.529635e-01   2.001936e-01
 4.488000e-03   3.573179e-01   1.756454e-01
 4.536000e-03   3.965032e-01   1.670732e-01
 4.584000e-03   2.939280e-01   1.445215e-01
 4.632000e-03   4.395552e-01   2.914289e-01
 4.680000e-03   7.033353e-01   3.601710e-01
 4.728000e-03   8.052995e-01   5.977914e-01
 4.776000e-03   2.337621e+00   1.328816e+00
 4.824000e-03   1.373748e+00   9.329666e-01
 4.872000e-03   3.650789e-01   2.182364e-01
 4.920000e-03   2.829645e+00   2.553132e+00
 4.968000e-03   9.679340e-01   6.352308e-01
 5.016000e-03   4.783052e-01   4.515660e-01
 5.064000e-03   5.659545e-01   2.547663e-01
 5.112000e-03   1.509567e+00   7.060226e-01
 5.160000e-03   1.142482e+00   7.560711e-01
 5.208000e-03   5.191174e-01   3.056435e-01
 5.256000e-03   3.810238e-01   2.904306e-01
 5.304000e-03   1.992217e+00   1.751999e+00
 5.352000e-03   8.613154e-01   4.455236e-01
 5.400000e-03   2.635493e-01   1.354300e-01
 5.448000e-03   1.242306e+00   7.343856e-01
 5.496000e-03   3.226176e+00   1.855007e+00
 5.544000e-03   1.170699e+00   6.889603e-01
 5.592000e-03   1.266388e+00   9.265501e-01
 5.640000e-03   1.325614e+00   8.162683e-01
 5.688000e-03   1.816102e+00   1.324928e+00
 5.736000e-03   1.125518e+00   9.181105e-01
 5.784000e-03   5.280868e-01   3.866602e-01
 5.832000e-03   1.291402e+00   6.976081e-01
 5.880000e-03   5.713599e-01   4.190570e-01
 5.928000e-03   1.898897e+00   1.104048e+00
 5.976000e-03   5.377237e-01   3.197015e-01
 6.024000e-03   3.128709e-01   1.712437e-01
 6.072000e-03   1.288226e+00   6.998762e-01
 6.120000e-03   4.627548e-01   2.426449e-01
 6.168000e-03   3.449807e+00   2.685345e+00
 6.216000e-03   7.944191e-01   3.619822e-01
 6.264000e-03   1.989800e+00   1.035480e+00
 6.312000e-03   3.470706e+00   1.900306e+00
 6.360000e-03   6.109999e-01   3.353186e-01
 6.408000e-03   1.224069e+00   6.375492e-01
 6.456000e-03   1.800080e+00   9.944711e-01
 6.504000e-03   2.067322e+00   1.328753e+00
 6.552000e-03   5.995587e-01   5.485047e-01
 6.600000e-03   2.138448e+00   1.163347e+00
 6.648000e-03   1.809127e+00   1.250012e+00
 6.696000e-03   2.091444e+00   1.584985e+00
 6.744000e-03   1.104900e+00   6.754520e-01
 6.792000e-03   1.029795e+00   6.467971e-01
 6.840000e-03   1.010323e+00   6.568124e-01
 6.888000e-03   8.160202e-01   3.992520e-01
 6.936000e-03   4.015702e+00   2.584589e+00
 6.984000e-03   2.344047e+00   1.893505e+00
 7.032000e-03   5.883657e-01   2.863210e-01
 7.080000e-03   4.075137e+00   4.018828e+00
 7.128000e-03   4.809033e+00   3.887769e+00
 7.176000e-03   7.095626e-01   3.827980e-01
 7.224000e-03   4.371838e+00   3.567854e+00
 7.272000e-03   1.377749e+00   9.260449e-01
 7.320000e-03   6.309001e-01   5.345871e-01
 7.368000e-03   2.729077e-01   1.659846e-01
 7.416000e-03   1.347378e+00   6.636221e-01
 7.464000e-03   3.284391e-01   1.488960e-01
 7.512000e-03   7.024269e-01   5.216477e-01
 7.560000e-03   1.340883e+00   1.074309e+00
 7.608000e-03   1.365756e+00   9.438280e-01
 7.656000e-03   5.438977e+00   4.981368e+00
 7.704000e-03   4.303613e-01   2.455700e-01
 7.752000e-03   2.250698e+00   1.764862e+00
 7.800000e-03   1.532579e+00   8.636246e-01
 7.848000e-03   1.744191e+00   8.465202e-01
 7.896000e-03   7.126779e-01   4.436273e-01
 7.944000e-03   4.135403e+00   3.029379e+00
 7.992000e-03   1.847167e+00   1.298471e+00
 8.040000e-03   2.725581e+00   1.458686e+00
 8.088000e-03   3.596845e-01   2.263126e-01
 8.136000e-03   1.017699e+00   6.685018e-01
 8.184000e-03   1.439223e+00   1.109877e+00
 8.232000e-03   1.254188e+00   8.297870e-01
 8.280000e-03   3.757054e+00   3.494381e+00
 8.328000e-03   9.445177e-01   7.631839e-01
 8.376000e-03   1.545341e+00   1.208718e+00
 8.424000e-03   6.194976e-01   3.218905e-01
 8.472000e-03   2.252118e+00   1.792259e+00
 8.520000e-03   2.186262e+00   1.235886e+00
 8.568000e-03   1.274554e+00   6.628761e-01
 8.616000e-03   2.223649e-01   1.737622e-01
 8.664000e-03   1.865170e+00   1.159560e+00
 8.712000e-03   6.354971e+00   5.082782e+00
 8.760000e-03   9.507608e-01   5.654554e-01
 8.808000e-03   1.063834e+00   6.765012e-01
 8.856000e-03   2.531014e+00   1.912653e+00
 8.904000e-03   3.036692e+00   1.925959e+00
 8.952000e-03   5.354195e+00   3.793761e+00
 9.000000e-03   2.467124e+00   1.987194e+00
 9.048000e-03   3.292774e+00   2.648708e+00
 9.096000e-03   3.590217e+00   3.131129e+00
 9.144000e-03   2.032057e+00   1.898039e+00
 9.192000e-03   5.195419e-01   4.796729e-01
 9.240000e-03   3.091730e+00   2.007083e+00
 9.288000e-03   4.021473e-01   3.675895e-01
 9.336000e-03   1.233901e+00   5.551353e-01
 9.384000e-03   5.209989e-01   3.152094e-01
 9.432000e-03   4.020797e+00   3.237219e+00
 9.480000e-03   1.174435e-01   7.773296e-02
 9.528000e-03   6.158057e-01   3.615287e-01
 9.576000e-03   8.889663e-01   6.944967e-01
 9.624000e-03   3.564551e+00   1.973069e+00
 9.672000e-03   3.533129e-01   2.356016e-01
 9.720000e-03   1.416524e+01   1.303574e+01
 9.768000e-03   1.397220e+00   8.717984e-01
 9.816000e-03   7.844649e-01   4.273216e-01
 9.864000e-03   1.889481e+00   1.066282e+00
 9.912000e-03   2.443595e+00   1.080923e+00
 9.960000e-03   3.849194e+00   3.071313e+00
 1.000800e-02   2.491781e+00   1.862910e+00
 1.005600e-02   3.384643e+00   1.930923e+00
 1.010400e-02   2.314623e+00   1.951406e+00
 1.015200e-02   1.650339e+00   1.228018e+00
 1.020000e-02   8.351828e-01   6.851425e-01
 1.024800e-02   2.805964e+00   2.450342e+00
 1.029600e-02   5.194083e-01   2.446355e-01
 1.034400e-02   6.784332e-01   6.171148e-01
 1.039200e-02   4.653500e-01   2.681381e-01
 1.044000e-02   7.017243e-01   4.604189e-01
 1.048800e-02   1.475674e+00   8.345476e-01
 1.053600e-02   1.029234e+00   5.922425e-01
 1.058400e-02   1.577997e+01   1.460959e+01
 1.063200e-02   2.014260e+00   1.443750e+00
 1.068000e-02   4.145911e+00   2.567975e+00
 1.072800e-02   3.842740e+00   2.609352e+00
 1.077600e-02   5.945232e+00   3.870035e+00
 1.082400e-02   1.379445e+00   9.707788e-01
 1.087200e-02   5.353811e+00   3.799237e+00
 1.092000e-02   1.247593e+01   1.067001e+01
 1.096800e-02   7.580539e-01   3.388236e-01
 1.101600e-02   2.824881e+00   2.209141e+00
 1.106400e-02   5.870571e+00   5.601841e+00
 1.111200e-02   1.040920e+00   9.924619e-01
 1.116000e-02   3.703727e+00   1.998310e+00
 1.120800e-02   4.904581e-01   2.305553e-01
 1.125600e-02   1.925176e+00   1.008058e+00
 1.130400e-02   7.685918e-01   4.989582e-01
 1.135200e-02   7.918330e-01   4.243123e-01
 1.140000e-02   1.587244e+00   8.801449e-01
 1.144800e-02   2.039988e+00   1.538393e+00
 1.149600e-02   6.235567e-01   4.892428e-01
 1.154400e-02   2.266183e+00   1.697837e+00
 1.159200e-02   7.956506e-01   7.597553e-01
 1.164000e-02   3.484450e+00   2.643543e+00
 1.168800e-02   1.742749e+00   1.082694e+00
 1.173600e-02   2.972987e+00   1.445417e+00
 1.178400e-02   1.799953e+00   9.167438e-01
 1.183200e-02   1.664266e+00   1.009961e+00
 1.188000e-02   8.392463e-01   3.486662e-01
 1.192800e-02   1.263250e+00   5.709011e-01
 1.197600e-02   3.364121e+00   1.446410e+00
 inf   8.907154e-02   3.370994e-02
